"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races"
"400C100US10945","Brownsville, TN Urban Cluster (2010)","9065","349","3077","278","5716","453","0","17","0","17","16","28","122","117","134","197","0","17","134","197"
"400C100US10972","Brownsville, TX Urbanized Area (2010)","225113","2784","214188","3031","842","213","549","171","1529","404","36","34","6504","970","1465","387","799","269","666","245"
"400C100US10999","Brownwood, TX Urban Cluster (2010)","22090","307","19801","374","1178","123","59","59","236","67","0","25","463","183","353","133","32","38","321","129"
"400C100US11026","Brunswick, GA Urbanized Area (2010)","53059","1614","29595","1337","19211","868","249","61","891","215","18","29","1687","558","1408","393","182","137","1226","362"
"400C100US11040","Brunswick, ME Urban Cluster (2010)","28415","848","26440","823","423","194","66","62","521","174","0","18","45","50","920","277","0","18","920","277"
"400C100US11053","Brunswick, MD--VA Urban Cluster (2010)","9263","363","8356","437","428","149","0","16","78","50","0","16","15","19","386","200","7","14","379","200"
"400C100US11080","Brush, CO Urban Cluster (2010)","5783","373","4665","510","27","40","41","38","0","17","18","29","350","210","682","429","332","259","350","384"
"400C100US11107","Bryan, OH Urban Cluster (2010)","9618","298","9393","326","16","22","0","16","21","23","0","16","69","57","119","84","11","18","108","75"
"400C100US11134","Buckeye, AZ Urban Cluster (2010)","20563","1043","16007","1063","1294","415","161","113","279","178","40","52","2232","690","550","175","163","94","387","162"
"400C100US11161","Buckhannon, WV Urban Cluster (2010)","8561","520","8152","515","297","87","32","36","24","23","0","16","0","16","56","53","0","16","56","53"
"400C100US11175","Buckhead (Bryan County), GA Urban Cluster (2010)","5504","657","4229","647","948","430","0","18","103","90","0","18","0","18","224","167","0","18","224","167"
"400C100US11188","Buckner, MO Urban Cluster (2010)","3044","68","2909","100","8","12","8","14","14","23","8","12","12","14","85","55","0","11","85","55"
"400C100US11215","Bucyrus, OH Urban Cluster (2010)","12115","273","11763","288","32","27","9","10","95","70","9","17","18","27","189","102","0","18","189","102"
"400C100US11242","Buena Vista, CO Urban Cluster (2010)","4378","434","3934","362","288","135","47","39","47","55","0","12","7","12","55","86","0","12","55","86"
"400C100US11269","Buena Vista, VA Urban Cluster (2010)","6528","150","5817","157","165","85","0","17","475","164","0","17","0","17","71","84","0","17","71","84"
"400C100US11296","Buffalo, MN Urban Cluster (2010)","16546","145","16101","242","126","123","15","15","219","132","0","14","5","8","80","55","3","7","77","56"
"400C100US11323","Buffalo, MO Urban Cluster (2010)","2898","122","2701","164","1","3","60","84","0","11","0","11","15","25","121","106","27","43","94","70"
"400C100US11350","Buffalo, NY Urbanized Area (2010)","936829","1766","722500","2106","134111","1114","3709","410","32438","761","300","109","20395","1291","23376","1515","4139","577","19237","1385"
"400C100US11377","Buffalo, WY Urban Cluster (2010)","4270","181","3942","212","91","90","126","176","0","12","0","12","41","65","70","93","1","3","69","94"
"400C100US11404","Buhl, ID Urban Cluster (2010)","4367","151","3892","277","9","15","71","80","14","19","0","12","329","198","52","52","0","12","52","52"
"400C100US11415","Buies Creek, NC Urban Cluster (2010)","5424","575","3984","466","992","245","3","6","82","64","0","17","267","212","96","54","28","36","68","36"
"400C100US11431","Bullhead City, AZ--NV Urban Cluster (2010)","49248","1020","43581","1229","838","287","474","147","866","256","72","82","2027","665","1390","353","393","201","997","265"
"400C100US11512","Bunkie, LA Urban Cluster (2010)","3818","250","1439","470","2379","398","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"400C100US11539","Buras, LA Urban Cluster (2010)","4158","363","1911","282","1380","263","15","20","451","155","0","12","89","71","312","182","0","12","312","182"
"400C100US11566","Burgaw, NC Urban Cluster (2010)","3640","195","1771","383","1593","346","6","13","0","12","0","12","180","150","90","44","0","12","90","44"
"400C100US11575","Burgettstown, PA Urban Cluster (2010)","3299","349","3284","352","6","10","9","16","0","10","0","10","0","10","0","10","0","10","0","10"
"400C100US11593","Burkburnett, TX Urban Cluster (2010)","9985","319","8580","456","288","162","153","107","102","84","0","19","158","123","704","360","77","89","627","349"
"400C100US11620","Burley, ID Urban Cluster (2010)","15475","549","14371","571","46","45","190","97","134","94","5","8","483","208","246","122","20","18","226","124"
"400C100US11647","Burlington, CO Urban Cluster (2010)","3834","20","3436","164","236","192","9","18","7","15","36","87","62","81","48","50","47","50","1","2"
"400C100US11674","Burlington, IA--IL Urban Cluster (2010)","29222","342","25725","362","2356","227","65","57","232","111","0","21","109","67","735","266","19","33","716","261"
"400C100US11701","Burlington, KS Urban Cluster (2010)","2403","78","2221","93","24","30","14","14","31","24","0","10","3","6","110","66","0","10","110","66"
"400C100US11728","Burlington, NC Urbanized Area (2010)","127416","1557","83241","1983","28914","983","482","231","2207","422","54","30","8958","1237","3560","590","508","184","3052","532"
"400C100US11755","Burlington, VT Urbanized Area (2010)","112248","889","99461","967","3940","273","397","116","5456","446","13","15","745","222","2236","385","144","64","2092","382"
"400C100US11782","Burlington, WI Urban Cluster (2010)","23341","576","22211","669","147","101","0","16","170","106","38","57","300","248","475","252","99","103","376","234"
"400C100US11809","Burnet, TX Urban Cluster (2010)","4993","635","4322","635","123","119","60","65","20","34","0","13","195","161","273","258","0","13","273","258"
"400C100US11836","Burney, CA Urban Cluster (2010)","3096","459","2702","429","49","86","159","121","85","85","0","12","101","91","0","12","0","12","0","12"
"400C100US11863","Burns, OR Urban Cluster (2010)","3915","246","3671","255","14","19","106","92","4","9","0","12","3","8","117","60","0","12","117","60"
"400C100US11872","Burnt Store Marina, FL Urban Cluster (2010)","3462","357","3277","319","17","27","112","157","0","13","0","13","8","9","48","55","0","13","48","55"
"400C100US11890","Bushnell, FL Urban Cluster (2010)","3615","326","2928","352","340","144","26","28","0","13","0","13","74","84","247","164","4","8","243","158"
"400C100US11917","Bushnell, IL Urban Cluster (2010)","2654","196","2551","194","79","61","6","11","14","20","0","11","0","11","4","9","0","11","4","9"
"400C100US11944","Butler, IN Urban Cluster (2010)","2688","321","2573","311","7","12","0","11","0","11","0","11","43","47","65","39","9","10","56","39"
"400C100US11971","Butler, MO Urban Cluster (2010)","4023","304","3797","283","104","67","37","39","0","11","0","11","20","34","65","47","0","11","65","47"
"400C100US11998","Butler, PA Urban Cluster (2010)","38837","653","37024","693","792","184","46","27","205","83","7","14","50","50","713","193","61","43","652","194"
"400C100US12025","Butner, NC Urban Cluster (2010)","12538","391","6529","478","4231","474","58","49","65","68","0","19","908","365","747","306","76","78","671","304"
"400C100US12052","Butte-Silver Bow, MT Urban Cluster (2010)","30436","464","28594","493","185","54","736","239","267","101","0","21","182","138","472","239","0","21","472","239"
"400C100US12079","Byron, IL Urban Cluster (2010)","6968","344","6719","327","35","40","0","15","92","80","0","15","10","16","112","57","5","7","107","58"
"400C100US12106","Byron, MN Urban Cluster (2010)","5055","163","4947","165","0","12","13","21","19","24","0","12","9","14","67","46","23","37","44","30"
"400C100US12120","Cache, OK Urban Cluster (2010)","2648","95","1640","149","84","57","485","151","16","21","5","8","18","28","400","119","12","13","388","118"
"400C100US12133","Cactus, TX Urban Cluster (2010)","3491","351","2253","406","547","230","0","13","474","263","0","13","122","100","95","122","27","47","68","112"
"400C100US12160","Cadillac, MI Urban Cluster (2010)","11781","239","11122","292","137","66","99","68","115","62","0","16","11","19","297","118","8","18","289","115"
"400C100US12187","Cadiz, KY Urban Cluster (2010)","2786","238","2179","271","496","211","0","11","51","94","0","11","0","11","60","59","0","11","60","59"
"400C100US12214","Cadiz, OH Urban Cluster (2010)","2392","220","2081","232","272","135","0","11","0","11","0","11","0","11","39","47","0","11","39","47"
"400C100US12241","Cairo, GA Urban Cluster (2010)","9199","483","4751","584","3873","549","109","107","36","63","76","105","302","256","52","55","0","18","52","55"
"400C100US12268","Cairo, IL Urban Cluster (2010)","2525","225","675","137","1714","195","28","29","0","11","0","11","0","11","108","80","49","48","59","69"
"400C100US12295","Calais, ME Urban Cluster (2010)","2187","253","2171","258","5","11","0","10","0","10","0","10","0","10","11","15","0","10","11","15"
"400C100US12322","Caldwell, OH Urban Cluster (2010)","5262","272","4324","310","748","131","13","15","16","20","0","16","90","69","71","45","0","16","71","45"
"400C100US12349","Caldwell, TX Urban Cluster (2010)","4117","104","2707","346","1042","266","0","13","0","13","0","13","277","192","91","96","91","96","0","13"
"400C100US12376","Caledonia, MN Urban Cluster (2010)","2680","53","2550","78","78","54","10","13","0","9","0","9","3","6","39","41","0","9","39","41"
"400C100US12457","Calhoun, GA Urban Cluster (2010)","31435","1333","26374","1498","2463","399","466","550","528","137","12","16","1054","554","538","200","46","56","492","191"
"400C100US12511","California, MO Urban Cluster (2010)","4246","175","3975","233","22","30","0","11","0","11","0","11","192","183","57","64","22","34","35","48"
"400C100US12565","California City, CA Urban Cluster (2010)","11186","288","6323","665","2717","704","169","147","426","302","0","19","762","319","789","287","251","141","538","267"
"400C100US12592","Calipatria, CA Urban Cluster (2010)","3497","261","2395","373","201","167","0","12","0","12","18","33","681","257","202","136","91","82","111","118"
"400C100US12646","Calistoga, CA Urban Cluster (2010)","5281","17","4485","451","38","58","52","86","173","220","0","17","503","375","30","34","5","11","25","33"
"400C100US12700","Camano, WA Urban Cluster (2010)","5706","497","5230","450","10","15","4","6","77","81","0","17","160","142","225","175","123","167","102","59"
"400C100US12713","Camano North, WA Urban Cluster (2010)","2558","328","2508","327","0","12","7","13","20","23","0","12","16","24","7","12","0","12","7","12"
"400C100US12754","Camarillo, CA Urbanized Area (2010)","73053","539","56221","1179","1130","364","257","106","7834","825","76","70","3433","662","4102","633","443","208","3659","629"
"400C100US12781","Cambria, CA Urban Cluster (2010)","5751","387","5116","381","25","30","0","17","188","107","0","17","270","172","152","79","26","31","126","77"
"400C100US12808","Cambridge, MD Urban Cluster (2010)","14570","343","7423","457","5954","310","7","10","217","104","0","19","331","223","638","272","40","60","598","261"
"400C100US12835","Cambridge, MN Urban Cluster (2010)","14423","356","13525","433","90","65","54","48","234","150","0","14","48","54","472","152","0","14","472","152"
"400C100US12862","Cambridge, OH Urban Cluster (2010)","14662","417","13820","427","367","91","14","20","98","51","0","18","67","78","296","134","0","18","296","134"
"400C100US12872","Cambridge, WI Urban Cluster (2010)","2128","231","2094","228","9","9","4","7","0","9","0","9","0","9","21","20","0","9","21","20"
"400C100US12889","Cambridge City, IN Urban Cluster (2010)","3590","211","3502","210","8","8","4","7","0","11","0","11","3","4","73","44","0","11","73","44"
"400C100US12890","Cambridge Springs, PA Urban Cluster (2010)","2609","32","2242","75","245","48","1","2","5","9","0","10","45","32","71","41","21","19","50","27"
"400C100US12916","Camden, AR Urban Cluster (2010)","10649","356","4121","394","6266","370","56","36","0","18","0","18","19","24","187","109","0","18","187","109"
"400C100US12943","Camden, ME Urban Cluster (2010)","3862","460","3700","456","60","53","0","10","33","40","0","10","0","10","69","94","0","10","69","94"
"400C100US12970","Camden, SC Urban Cluster (2010)","14290","744","8637","663","5127","630","0","19","0","19","0","19","72","74","454","250","0","19","454","250"
"400C100US12997","Camden, TN Urban Cluster (2010)","3341","278","3217","292","100","95","0","12","0","12","0","12","0","12","24","30","0","12","24","30"
"400C100US13024","Camdenton, MO Urban Cluster (2010)","3822","246","3339","305","169","135","0","11","137","138","0","11","36","93","141","86","0","11","141","86"
"400C100US13051","Cameron, MO Urban Cluster (2010)","9788","249","7951","260","1297","148","93","50","61","60","5","9","17","17","364","76","0","15","364","76"
"400C100US13078","Cameron, TX Urban Cluster (2010)","5203","198","3896","302","969","253","12","20","7","16","0","19","46","56","273","302","0","19","273","302"
"400C100US13132","Camilla, GA Urban Cluster (2010)","6659","664","2005","322","4489","585","5","11","49","55","13","22","49","42","49","27","0","18","49","27"
"400C100US13159","Campbellsville, KY Urban Cluster (2010)","12343","500","10711","606","837","212","0","18","249","176","0","18","43","30","503","166","12","20","491","166"
"400C100US13170","Camp Verde, AZ Urban Cluster (2010)","4600","564","3829","522","16","37","481","182","0","12","1","3","136","122","137","126","0","12","137","126"
"400C100US13177","Canadian, TX Urban Cluster (2010)","3275","215","3009","248","6","8","8","13","13","14","0","13","123","97","116","61","69","54","47","26"
"400C100US13221","Canby, OR Urban Cluster (2010)","17694","328","15484","621","14","20","122","91","275","160","0","19","1242","495","557","237","26","29","531","234"
"400C100US13240","Cannon Falls, MN Urban Cluster (2010)","4014","71","3871","143","0","9","0","9","0","9","0","9","0","9","143","122","0","9","143","122"
"400C100US13267","Cañon City, CO Urban Cluster (2010)","28133","748","26108","737","1252","309","195","92","63","49","3","8","159","90","353","235","91","73","262","227"
"400C100US13294","Canton, IL Urban Cluster (2010)","13891","441","12388","431","1211","127","36","42","40","48","9","16","65","51","142","62","0","17","142","62"
"400C100US13321","Canton, MS Urban Cluster (2010)","15785","670","2749","493","11757","666","30","31","305","180","0","20","836","275","108","141","17","26","91","138"
"400C100US13348","Canton, NY Urban Cluster (2010)","6440","145","5638","229","423","122","38","28","126","76","20","19","117","55","78","48","14","14","64","47"
"400C100US13375","Canton, OH Urbanized Area (2010)","279192","1195","240518","1496","24130","939","260","103","2777","266","11","16","1179","414","10317","953","426","176","9891","934"
"400C100US13402","Canton, SD Urban Cluster (2010)","3107","112","2846","157","22","32","65","84","35","41","0","9","4","11","135","89","0","9","135","89"
"400C100US13429","Canton, TX Urban Cluster (2010)","3697","379","3225","373","151","109","38","49","36","59","57","80","17","21","173","105","11","17","162","101"
"400C100US13456","Canyon, TX Urban Cluster (2010)","14504","212","12877","462","526","211","16","28","67","46","0","21","514","227","504","210","127","118","377","169"
"400C100US13483","Canyon Lake, TX Urban Cluster (2010)","5623","677","4849","609","0","19","23","26","0","19","0","19","570","347","181","159","97","141","84","61"
"400C100US13510","Cape Coral, FL Urbanized Area (2010)","598519","1616","500379","2901","57761","1278","1079","327","9507","659","382","227","18617","1952","10794","1244","2173","658","8621","1086"
"400C100US13537","Cape Girardeau, MO--IL Urbanized Area (2010)","55050","557","46611","630","5976","339","155","133","938","191","9","11","173","119","1188","288","29","30","1159","286"
"400C100US13550","Captain Cook, HI Urban Cluster (2010)","4505","842","1251","297","7","13","0","11","1286","655","398","237","0","11","1563","588","57","89","1506","572"
"400C100US13564","Carbondale, CO Urban Cluster (2010)","7105","248","5256","705","32","44","106","130","23","30","0","17","1665","682","23","42","0","17","23","42"
"400C100US13591","Carbondale, IL Urbanized Area (2010)","69381","680","55057","858","8828","537","81","56","2260","246","7","16","742","315","2406","469","175","84","2231","456"
"400C100US13618","Carey, OH Urban Cluster (2010)","3398","228","3186","243","0","11","0","11","151","121","0","11","12","22","49","49","0","11","49","49"
"400C100US13645","Caribou, ME Urban Cluster (2010)","3701","421","3234","406","260","177","32","36","0","10","0","10","38","37","137","73","38","33","99","62"
"400C100US13699","Carlinville, IL Urban Cluster (2010)","5581","214","5212","250","178","102","11","15","4","8","0","15","0","15","176","109","0","15","176","109"
"400C100US13753","Carlisle, IA Urban Cluster (2010)","4171","138","3974","166","0","9","0","9","51","58","0","9","11","18","135","96","17","26","118","93"
"400C100US13807","Carlsbad, NM Urban Cluster (2010)","31718","853","29219","940","547","126","271","164","100","85","0","25","1013","287","568","192","105","88","463","182"
"400C100US13821","Carlton, OR Urban Cluster (2010)","3306","397","2996","403","0","12","13","12","23","21","0","12","97","94","177","147","39","46","138","115"
"400C100US13834","Carlyle, IL Urban Cluster (2010)","4193","346","3861","327","148","126","17","28","28","34","0","11","45","58","94","77","0","11","94","77"
"400C100US13850","Carmel Valley Village, CA Urban Cluster (2010)","2934","487","2548","478","27","36","0","12","158","94","0","12","4","9","197","181","0","12","197","181"
"400C100US13861","Carmi, IL Urban Cluster (2010)","5154","258","5040","266","40","25","6","11","33","45","0","15","0","15","35","27","0","15","35","27"
"400C100US13915","Caro, MI Urban Cluster (2010)","4666","162","4484","183","24","26","0","10","106","82","0","10","11","15","41","44","0","10","41","44"
"400C100US13969","Carrizo Springs, TX Urban Cluster (2010)","6888","586","6322","638","0","19","0","19","21","36","0","19","545","427","0","19","0","19","0","19"
"400C100US13996","Carroll, IA Urban Cluster (2010)","9770","125","9332","175","281","144","0","13","0","13","0","13","61","73","96","112","0","13","96","112"
"400C100US14023","Carrollton, GA Urban Cluster (2010)","45484","1335","30021","1351","11452","889","164","240","525","228","50","73","2222","621","1050","624","326","467","724","306"
"400C100US14050","Carrollton, KY Urban Cluster (2010)","4808","312","4163","343","182","85","0","11","4","11","0","11","401","206","58","25","0","11","58","25"
"400C100US14077","Carrollton, MO Urban Cluster (2010)","3444","189","3349","192","57","56","0","11","12","19","0","11","0","11","26","37","0","11","26","37"
"400C100US14104","Carrollton, OH Urban Cluster (2010)","3304","431","3294","431","2","4","0","11","8","16","0","11","0","11","0","11","0","11","0","11"
"400C100US14158","Carson City, NV Urbanized Area (2010)","56966","500","45926","981","956","159","1347","283","1371","209","78","115","5408","959","1880","308","219","109","1661","310"
"400C100US14185","Cartersville, GA Urbanized Area (2010)","55800","1491","43982","1503","8539","632","136","79","465","239","0","30","1730","745","948","428","342","358","606","305"
"400C100US14212","Carthage, IL Urban Cluster (2010)","2405","184","2294","190","19","16","0","11","29","18","0","11","20","24","43","33","9","15","34","29"
"400C100US14239","Carthage, MS Urban Cluster (2010)","4227","319","1890","413","1938","341","349","135","34","60","0","13","0","13","16","25","0","13","16","25"
"400C100US14266","Carthage, MO Urban Cluster (2010)","15244","330","13711","493","269","147","85","71","0","17","94","87","636","367","449","177","43","48","406","173"
"400C100US14320","Carthage, TN Urban Cluster (2010)","3357","362","2967","331","204","81","22","29","0","12","0","12","79","102","85","53","15","20","70","47"
"400C100US14347","Carthage, TX Urban Cluster (2010)","5758","450","3918","510","1583","258","12","22","9","17","0","19","232","231","4","9","0","19","4","9"
"400C100US14374","Caruthersville, MO Urban Cluster (2010)","5592","118","3489","251","2008","198","0","15","0","15","0","15","6","9","89","89","0","15","89","89"
"400C100US14401","Casa Grande, AZ Urbanized Area (2010)","56419","1193","41533","1724","2468","745","3890","987","937","313","63","75","5169","930","2359","514","677","289","1682","473"
"400C100US14428","Casey, IL Urban Cluster (2010)","2712","286","2569","268","22","22","0","11","6","11","0","11","37","35","78","60","29","39","49","40"
"400C100US14455","Cashmere, WA Urban Cluster (2010)","4541","497","4241","521","8","17","17","28","93","95","0","12","164","129","18","20","0","12","18","20"
"400C100US14482","Casper, WY Urbanized Area (2010)","69089","561","64255","708","1033","258","611","241","538","123","5","7","856","371","1791","422","267","179","1524","392"
"400C100US14536","Cassville, MO Urban Cluster (2010)","4232","287","3895","370","34","45","16","16","82","84","0","11","160","236","45","42","0","11","45","42"
"400C100US14556","Castle Dale, UT Urban Cluster (2010)","2964","314","2938","302","13","28","12","25","1","7","0","11","0","11","0","11","0","11","0","11"
"400C100US14570","Castle Rock, WA Urban Cluster (2010)","3305","557","2922","484","0","12","24","31","31","47","0","12","16","27","312","186","0","12","312","186"
"400C100US14590","Castroville, TX Urban Cluster (2010)","5131","767","4751","768","67","81","0","19","30","43","0","19","104","106","179","100","43","49","136","100"
"400C100US14644","Catskill, NY Urban Cluster (2010)","5954","395","4803","474","900","301","121","148","42","91","0","16","14","28","74","77","0","16","74","77"
"400C100US14671","Cazenovia, NY Urban Cluster (2010)","2998","157","2714","178","203","87","11","14","30","27","0","11","16","19","24","23","0","11","24","23"
"400C100US14698","Cedar City, UT Urban Cluster (2010)","35057","515","31547","755","133","99","1053","159","200","101","20","25","1376","523","728","167","14","23","714","162"
"400C100US14705","Cedaredge, CO Urban Cluster (2010)","3518","473","3203","425","127","144","53","75","0","12","0","12","91","118","44","42","0","12","44","42"
"400C100US14752","Cedar Rapids, IA Urbanized Area (2010)","185160","642","162176","885","10470","570","316","170","4676","327","130","133","1809","541","5583","789","399","215","5184","750"
"400C100US14779","Cedar Springs, MI Urban Cluster (2010)","3678","43","3384","168","93","78","6","9","26","45","0","10","30","35","139","111","10","16","129","111"
"400C100US14806","Cedartown, GA Urban Cluster (2010)","12279","723","7557","814","1751","456","85","134","28","46","0","20","2786","587","72","69","20","39","52","55"
"400C100US14833","Cedarville, OH Urban Cluster (2010)","4103","261","3440","286","408","118","13","14","75","42","0","11","79","93","88","65","3","4","85","65"
"400C100US14860","Celina, OH Urban Cluster (2010)","11236","198","10475","262","217","85","0","18","61","57","34","68","227","128","222","101","0","18","222","101"
"400C100US14887","Center, TX Urban Cluster (2010)","5035","478","2955","658","1916","425","4","13","132","229","0","19","16","28","12","38","8","28","4","18"
"400C100US14914","Centerville, IA Urban Cluster (2010)","5067","204","4851","208","70","38","0","13","66","19","0","13","0","13","80","54","7","12","73","52"
"400C100US14968","Central City, NE Urban Cluster (2010)","2727","91","2537","128","27","38","1","2","0","9","0","9","75","71","87","66","0","9","87","66"
"400C100US14995","Central City--Greenville, KY Urban Cluster (2010)","9930","422","8819","473","1063","252","5","9","8","14","0","16","0","16","35","51","0","16","35","51"
"400C100US15022","Centralia, IL Urban Cluster (2010)","16826","296","14632","317","1173","172","71","61","131","53","0","17","140","77","679","179","10","16","669","179"
"400C100US15049","Centralia, MO Urban Cluster (2010)","3789","232","3767","236","14","20","0","11","0","11","0","11","0","11","8","14","0","11","8","14"
"400C100US15076","Centralia, WA Urban Cluster (2010)","41098","1272","36480","1302","378","182","344","150","759","299","53","40","867","373","2217","505","290","165","1927","457"
"400C100US15083","Centre, AL Urban Cluster (2010)","4019","503","3481","487","510","204","22","39","0","11","0","11","0","11","6","14","0","11","6","14"
"400C100US15090","Centreville, MD Urban Cluster (2010)","4635","37","4113","201","479","184","1","3","0","12","0","12","42","61","0","12","0","12","0","12"
"400C100US15103","Century, FL--AL Urban Cluster (2010)","3330","368","1581","258","1441","229","62","57","15","17","0","11","80","37","151","87","20","20","131","89"
"400C100US15130","Chadron, NE Urban Cluster (2010)","5423","144","4607","160","137","78","246","196","15","18","195","224","9","15","214","133","0","13","214","133"
"400C100US15157","Chaffee, MO Urban Cluster (2010)","2845","95","2755","112","57","71","0","11","0","11","0","11","8","12","25","38","25","38","0","11"
"400C100US15184","Chambersburg, PA Urbanized Area (2010)","51845","1049","45805","1229","3752","507","88","99","772","294","20","28","447","218","961","405","180","204","781","346"
"400C100US15211","Champaign, IL Urbanized Area (2010)","150599","461","99602","802","23845","776","269","114","20803","498","79","120","1401","354","4600","672","490","184","4110","652"
"400C100US15238","Chandler, OK Urban Cluster (2010)","2679","135","2102","149","214","65","168","74","0","9","7","14","5","8","183","74","0","9","183","74"
"400C100US15265","Chanute, KS Urban Cluster (2010)","9106","92","8534","162","181","59","46","33","0","15","5","10","80","74","260","80","0","15","260","80"
"400C100US15292","Chaparral, NM Urban Cluster (2010)","11992","1136","9878","1141","0","19","65","71","25","54","26","40","1811","727","187","149","89","124","98","85"
"400C100US15319","Chardon, OH Urban Cluster (2010)","7939","420","7528","476","160","139","0","16","145","163","0","16","9","15","97","69","0","16","97","69"
"400C100US15346","Chariton, IA Urban Cluster (2010)","3744","133","3691","133","7","18","0","9","0","9","0","9","0","9","46","38","0","9","46","38"
"400C100US15373","Charles City, IA Urban Cluster (2010)","7363","108","6598","149","280","90","54","51","259","69","0","13","39","42","133","107","45","65","88","81"
"400C100US15400","Charleston, IL Urban Cluster (2010)","20946","361","18206","371","1451","189","57","64","583","74","125","115","39","34","485","157","23","30","462","151"
"400C100US15427","Charleston, MS Urban Cluster (2010)","2326","344","701","187","1601","297","0","13","12","18","0","13","0","13","12","15","0","13","12","15"
"400C100US15454","Charleston, MO Urban Cluster (2010)","5771","175","2509","215","3005","176","101","51","0","15","6","11","0","15","150","67","17","19","133","66"
"400C100US15481","Charleston, WV Urbanized Area (2010)","149851","1970","129635","1933","12468","706","207","99","1866","368","12","25","304","121","5359","675","73","46","5286","673"
"400C100US15508","Charleston--North Charleston, SC Urbanized Area (2010)","611046","2729","419752","2732","151009","2012","1495","304","12067","613","344","126","9763","1406","16616","1350","937","317","15679","1349"
"400C100US15535","Charlestown, IN Urban Cluster (2010)","7542","273","6804","420","136","126","0","16","43","49","0","16","263","224","296","172","0","16","296","172"
"400C100US15562","Charlestown, NH Urban Cluster (2010)","3066","396","3045","396","0","11","9","17","0","11","0","11","0","11","12","22","0","11","12","22"
"400C100US15589","Charlestown, RI Urban Cluster (2010)","2490","279","2407","273","20","30","18","20","0","12","0","12","0","12","45","61","0","12","45","61"
"400C100US15600","Charles Town--Ranson, WV Urban Cluster (2010)","21477","586","17503","658","2378","284","0","21","510","141","0","21","532","290","554","168","129","82","425","154"
"400C100US15616","Charlevoix, MI Urban Cluster (2010)","4032","252","3822","255","32","39","72","40","15","22","0","10","11","14","80","48","42","35","38","27"
"400C100US15643","Charlotte, MI Urban Cluster (2010)","12657","228","12029","307","88","47","19","22","42","38","0","16","213","188","266","113","34","42","232","111"
"400C100US15670","Charlotte, NC--SC Urbanized Area (2010)","1407793","3179","868092","4221","369711","1934","4388","641","68951","1212","741","188","58541","3068","37369","1871","3462","671","33907","1866"
"400C100US15724","Charlottesville, VA Urbanized Area (2010)","99676","1204","71774","1179","15652","532","240","120","7685","396","50","48","1233","412","3042","461","190","89","2852","445"
"400C100US15751","Chase City, VA Urban Cluster (2010)","2779","440","1064","289","1676","310","5","8","0","12","0","12","13","22","21","26","0","12","21","26"
"400C100US15769","Chatfield, MN Urban Cluster (2010)","2673","239","2620","236","27","22","0","9","0","9","0","9","8","11","18","12","0","9","18","12"
"400C100US15805","Chattahoochee, FL Urban Cluster (2010)","4980","219","2387","279","2496","254","14","18","12","21","0","13","0","13","71","39","0","13","71","39"
"400C100US15832","Chattanooga, TN--GA Urbanized Area (2010)","397438","2322","305483","2370","71046","998","724","196","7682","472","164","100","3973","872","8366","824","693","333","7673","729"
"400C100US15859","Cheboygan, MI Urban Cluster (2010)","4328","234","4024","237","124","83","40","34","14","20","0","10","0","10","126","53","19","25","107","48"
"400C100US15886","Checotah, OK Urban Cluster (2010)","2504","173","1571","218","218","97","442","139","4","7","0","9","11","23","258","104","0","9","258","104"
"400C100US15913","Chelan, WA Urban Cluster (2010)","5015","833","4320","755","0","17","0","17","0","17","32","55","301","370","362","339","0","17","362","339"
"400C100US15940","Chelsea, MI Urban Cluster (2010)","5703","151","5499","159","66","62","0","14","47","43","0","14","0","14","91","64","0","14","91","64"
"400C100US15967","Cheney, WA Urban Cluster (2010)","11652","85","9898","336","565","219","111","71","373","181","43","42","181","71","481","178","75","59","406","167"
"400C100US15994","Cheraw, SC Urban Cluster (2010)","7441","599","2721","513","4382","596","0","17","170","103","0","17","83","136","85","104","0","17","85","104"
"400C100US16021","Cherokee, IA Urban Cluster (2010)","4520","172","4368","172","87","60","29","43","16","19","0","9","3","6","17","21","0","9","17","21"
"400C100US16048","Cherokee Village, AR Urban Cluster (2010)","3711","190","3617","190","0","11","0","11","54","51","0","11","0","11","40","44","29","40","11","20"
