"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races"
"400C100US39524","Holloman AFB, NM Urban Cluster (2010)","3914","370","2940","371","486","202","33","47","89","62","0","12","43","42","323","188","2","4","321","188"
"400C100US39538","Holly, MI Urban Cluster (2010)","8506","387","7979","430","174","134","14","23","57","52","0","14","75","48","207","205","0","14","207","205"
"400C100US39565","Holly Springs, MS Urban Cluster (2010)","5619","372","953","194","4628","400","20","36","0","18","0","18","12","14","6","11","0","18","6","11"
"400C100US39592","Holton, KS Urban Cluster (2010)","3140","85","2897","124","11","11","111","83","16","22","0","10","0","10","105","38","16","21","89","37"
"400C100US39619","Holtville, CA Urban Cluster (2010)","7419","304","5251","798","28","40","120","212","117","122","0","17","1589","662","314","221","150","206","164","111"
"400C100US39646","Homedale, ID Urban Cluster (2010)","2621","68","1974","197","0","12","12","16","12","16","0","12","547","185","76","60","5","8","71","54"
"400C100US39673","Homer, LA Urban Cluster (2010)","2969","257","630","124","2270","256","0","12","0","12","0","12","0","12","69","51","0","12","69","51"
"400C100US39700","Homerville, GA Urban Cluster (2010)","2618","346","1312","266","1252","175","0","13","10","12","0","13","0","13","44","39","1","4","43","40"
"400C100US39712","Homesteads Addition, TX Urban Cluster (2010)","7285","1340","6386","1354","29","28","36","68","0","19","23","36","247","238","564","674","37","59","527","675"
"400C100US39727","Hominy, OK Urban Cluster (2010)","3351","60","1886","180","371","89","684","148","0","9","0","9","77","47","333","123","24","26","309","120"
"400C100US39758","Homosassa Springs--Beverly Hills--Citrus Springs, FL Urbanized Area (2010)","82076","1835","75306","1757","3104","522","259","115","1672","294","0","31","417","248","1318","296","112","96","1206","255"
"400C100US39781","Hondo, TX Urban Cluster (2010)","6113","603","5354","676","47","21","6","12","0","19","0","19","429","334","277","234","186","222","91","79"
"400C100US39808","Honea Path, SC Urban Cluster (2010)","3344","331","2731","345","448","240","25","31","0","12","30","48","0","12","110","135","15","25","95","134"
"400C100US39821","Honeoye Falls, NY Urban Cluster (2010)","5626","208","5250","239","51","46","0","16","88","49","3","5","88","121","146","87","11","20","135","82"
"400C100US39835","Honesdale, PA Urban Cluster (2010)","5775","345","5565","346","45","34","17","28","8","10","0","15","0","15","140","97","0","15","140","97"
"400C100US39862","Honokaa, HI Urban Cluster (2010)","2983","637","543","201","0","11","0","11","1442","466","244","151","0","11","754","288","0","11","754","288"
"400C100US39916","Hood River, OR--WA Urban Cluster (2010)","14997","666","13659","701","14","24","37","46","269","123","0","18","636","336","382","186","68","65","314","171"
"400C100US39943","Hooks, TX Urban Cluster (2010)","2869","44","2345","167","435","126","20","29","10","15","0","13","0","13","59","55","0","13","59","55"
"400C100US39970","Hoopeston, IL Urban Cluster (2010)","4964","183","4589","308","123","126","0","11","0","11","0","11","175","230","77","120","0","11","77","120"
"400C100US39997","Hoosick Falls, NY Urban Cluster (2010)","3585","173","3526","186","0","11","4","6","10","16","0","11","0","11","45","55","0","11","45","55"
"400C100US40024","Hope, AR Urban Cluster (2010)","9937","245","4124","467","4547","380","12","19","9","20","0","16","990","366","255","190","0","16","255","190"
"400C100US40078","Hopkinsville, KY Urban Cluster (2010)","31939","543","20409","719","9788","542","144","62","263","136","0","24","294","223","1041","273","77","67","964","271"
"400C100US40105","Horicon, WI Urban Cluster (2010)","3381","110","3251","161","96","113","0","9","13","22","0","9","20","36","1","2","0","9","1","2"
"400C100US40132","Hornell, NY Urban Cluster (2010)","10591","185","10048","249","97","82","23","31","82","71","0","18","56","55","285","115","0","18","285","115"
"400C100US40186","Horse Cave, KY Urban Cluster (2010)","4055","402","3418","386","493","188","3","7","81","58","4","7","22","38","34","31","0","11","34","31"
"400C100US40189","Horseshoe Bay, TX Urban Cluster (2010)","3430","444","3036","463","222","226","0","13","0","13","0","13","73","56","99","87","0","13","99","87"
"400C100US40213","Hot Springs, AR Urbanized Area (2010)","55941","1405","44966","1509","7003","467","327","153","411","249","8","17","1863","557","1363","399","64","61","1299","399"
"400C100US40240","Hot Springs, SD Urban Cluster (2010)","3459","61","2741","122","47","52","317","114","108","103","0","9","107","59","139","104","0","9","139","104"
"400C100US40267","Hot Springs Village, AR Urban Cluster (2010)","8655","679","8363","688","149","109","0","16","24","46","0","16","24","39","95","88","30","45","65","77"
"400C100US40294","Houghton, MI Urban Cluster (2010)","15599","374","13899","380","231","70","57","34","967","106","0","16","63","64","382","127","1","2","381","127"
"400C100US40321","Houghton Lake, MI Urban Cluster (2010)","8410","373","8185","369","28","29","85","72","6","8","0","14","7","12","99","76","0","14","99","76"
"400C100US40348","Houlton, ME Urban Cluster (2010)","4067","256","3865","252","1","2","111","71","5","8","0","10","38","49","47","37","5","9","42","35"
"400C100US40375","Houma, LA Urbanized Area (2010)","149387","2195","107643","1807","31064","1165","4608","622","1317","235","80","92","1647","596","3028","703","53","43","2975","692"
"400C100US40402","Houston, MS Urban Cluster (2010)","2602","361","1426","329","1067","341","0","13","18","34","0","13","87","137","4","10","0","13","4","10"
"400C100US40429","Houston, TX Urbanized Area (2010)","5507172","6624","3446228","12705","1028329","4109","22225","1955","466282","2518","3076","476","412747","9763","128285","4704","29487","2364","98798","3920"
"400C100US40456","Houtzdale, PA Urban Cluster (2010)","4211","191","2724","171","1253","147","31","25","13","10","0","10","100","54","90","48","22","21","68","43"
"400C100US40537","Hudson, NY Urban Cluster (2010)","11144","305","7920","376","1770","247","8","10","564","178","15","23","184","184","683","210","9","12","674","211"
"400C100US40547","Hudson, WI--MN Urban Cluster (2010)","23058","398","21897","419","435","177","76","81","262","157","0","21","43","45","345","145","51","53","294","132"
"400C100US40564","Hugo, OK Urban Cluster (2010)","4983","111","2757","194","1119","132","576","146","13","18","0","9","60","67","458","137","15","19","443","134"
"400C100US40591","Hugoton, KS Urban Cluster (2010)","4047","213","3576","308","5","4","9","17","20","19","11","14","207","170","219","163","119","158","100","34"
"400C100US40618","Humboldt, IA Urban Cluster (2010)","5163","144","5007","149","4","7","22","24","26","26","0","13","39","39","65","37","0","13","65","37"
"400C100US40645","Humboldt, TN Urban Cluster (2010)","8574","233","4558","432","3758","393","0","17","0","17","0","17","36","40","222","216","20","38","202","213"
"400C100US40672","Huntingburg, IN Urban Cluster (2010)","6055","384","4762","595","67","90","64","86","110","128","0","16","896","470","156","258","51","91","105","218"
"400C100US40699","Huntingdon, PA Urban Cluster (2010)","11787","224","9055","306","2017","187","10","12","150","70","6","10","117","56","432","115","129","61","303","104"
"400C100US40726","Huntington, IN Urban Cluster (2010)","17854","184","16991","225","248","71","31","39","275","49","0","18","134","88","175","83","22","21","153","83"
"400C100US40753","Huntington, WV--KY--OH Urbanized Area (2010)","201959","1857","186358","1889","7755","346","241","130","1989","254","40","52","884","354","4692","421","176","88","4516","407"
"400C100US40780","Huntsville, AL Urbanized Area (2010)","299720","2138","199398","1950","78326","1379","1291","230","8587","574","251","85","3560","621","8307","934","519","198","7788","907"
"400C100US40807","Huntsville, TX Urban Cluster (2010)","39335","483","27008","697","10640","477","139","112","823","126","0","28","94","85","631","291","26","44","605","284"
"400C100US40834","Huron, CA Urban Cluster (2010)","6926","23","2945","658","0","17","54","86","0","17","0","17","3856","657","71","114","71","114","0","17"
"400C100US40861","Huron, SD Urban Cluster (2010)","12657","379","10210","493","55","75","198","55","1653","106","5","8","444","282","92","121","50","98","42","65"
"400C100US40888","Hurricane, UT Urban Cluster (2010)","16691","648","15524","678","107","82","393","219","84","76","95","129","124","145","364","269","12","21","352","266"
"400C100US40915","Hutchinson, KS Urban Cluster (2010)","43466","443","39233","493","1686","180","391","117","317","71","30","28","507","184","1302","205","90","54","1212","198"
"400C100US40942","Hutchinson, MN Urban Cluster (2010)","13734","152","13106","239","59","76","43","73","133","25","0","14","61","68","332","131","35","60","297","118"
"400C100US40955","Huxley, IA Urban Cluster (2010)","4327","299","4204","302","38","45","3","7","76","84","0","9","0","9","6","8","2","3","4","7"
"400C100US40969","Idabel, OK Urban Cluster (2010)","5949","181","2798","274","1261","159","723","222","33","40","95","71","328","188","711","194","49","40","662","192"
"400C100US40996","Idaho Falls, ID Urbanized Area (2010)","95315","938","83973","1058","550","203","401","145","936","147","179","52","6488","830","2788","452","524","206","2264","396"
"400C100US41023","Ilion--Herkimer, NY Urban Cluster (2010)","24201","474","22678","494","509","195","52","36","209","84","86","103","211","118","456","159","24","27","432","157"
"400C100US41050","Imlay City, MI Urban Cluster (2010)","3893","173","3477","250","17","21","5","9","69","110","0","10","206","178","119","78","53","48","66","46"
"400C100US41077","Immokalee, FL Urban Cluster (2010)","24455","1505","16761","1238","5187","760","286","149","147","237","0","25","1908","918","166","86","54","51","112","82"
"400C100US41100","Incline Village, NV--CA Urban Cluster (2010)","11446","820","9854","820","19","20","164","129","155","70","6","10","1055","419","193","138","4","24","189","136"
"400C100US41131","Independence, IA Urban Cluster (2010)","5747","135","5664","131","41","43","0","13","42","55","0","13","0","13","0","13","0","13","0","13"
"400C100US41158","Independence, KS Urban Cluster (2010)","9252","117","7862","291","634","210","106","72","197","104","54","63","59","66","340","125","0","15","340","125"
"400C100US41185","Indiana, PA Urban Cluster (2010)","28289","629","25056","698","1714","187","91","72","632","223","11","19","95","53","690","172","41","23","649","171"
"400C100US41212","Indianapolis, IN Urbanized Area (2010)","1578776","2491","1155295","3466","283488","2103","3358","577","54164","1009","468","246","40492","2779","41511","2345","4293","733","37218","2280"
"400C100US41239","Indianola, IA Urban Cluster (2010)","14709","218","14173","260","2","4","28","38","74","42","27","24","83","51","322","142","19","20","303","143"
"400C100US41266","Indianola, MS Urban Cluster (2010)","9443","195","1356","211","7909","288","72","75","26","64","0","18","58","75","22","30","0","18","22","30"
"400C100US41293","Indianola, WA Urban Cluster (2010)","8460","631","7513","610","16","8","99","37","116","67","17","16","73","26","626","240","16","17","610","239"
"400C100US41320","Indiantown, FL Urban Cluster (2010)","5836","766","2945","538","912","359","385","381","2","5","24","43","1329","646","239","294","200","289","39","41"
"400C100US41347","Indio--Cathedral City, CA Urbanized Area (2010)","366381","1950","249622","3525","9079","1036","2105","504","11767","1009","303","177","83349","3052","10156","1000","3231","759","6925","802"
"400C100US41360","Ingleside--Aransas Pass, TX Urban Cluster (2010)","17522","828","15417","840","567","188","143","90","203","107","0","21","410","169","782","263","212","139","570","240"
"400C100US41374","Interlachen, FL Urban Cluster (2010)","5395","997","4969","1024","264","143","4","9","0","19","0","19","21","28","137","130","0","19","137","130"
"400C100US41401","International Falls, MN Urban Cluster (2010)","6786","256","6334","271","109","66","216","70","52","39","0","12","0","12","75","43","0","12","75","43"
"400C100US41482","Iola, KS Urban Cluster (2010)","5469","171","4958","183","142","82","9","15","63","69","19","27","11","18","267","74","0","15","267","74"
"400C100US41509","Ione, CA Urban Cluster (2010)","6540","206","4901","329","600","93","101","64","76","39","14","13","584","95","264","158","77","144","187","80"
"400C100US41536","Ionia, MI Urban Cluster (2010)","14766","454","11465","702","2521","606","74","35","76","64","0","16","107","76","523","165","120","63","403","152"
"400C100US41563","Iowa, LA Urban Cluster (2010)","3514","269","2479","316","852","179","0","12","47","58","0","12","0","12","136","81","0","12","136","81"
"400C100US41590","Iowa City, IA Urbanized Area (2010)","118506","685","95020","951","8985","412","206","106","8676","360","161","189","2281","654","3177","519","210","112","2967","520"
"400C100US41617","Iowa Falls, IA Urban Cluster (2010)","4991","108","4807","148","85","37","36","50","0","9","0","9","12","18","51","49","18","21","33","46"
"400C100US41644","Iowa Park, TX Urban Cluster (2010)","6406","171","6053","297","0","19","46","41","0","19","0","19","17","32","290","230","0","19","290","230"
"400C100US41671","Iron Mountain--Kingsford, MI--WI Urban Cluster (2010)","18343","504","17678","498","132","33","129","60","106","34","3","5","14","16","281","115","17","18","264","111"
"400C100US41698","Iron River, MI Urban Cluster (2010)","2533","207","2406","210","7","7","34","32","4","5","0","10","55","45","27","29","8","15","19","22"
"400C100US41725","Ironton, MO Urban Cluster (2010)","2679","243","2522","241","56","35","19","26","0","11","0","11","11","15","71","45","3","5","68","45"
"400C100US41752","Ironwood, MI--WI Urban Cluster (2010)","6815","203","6504","225","104","93","69","41","15","16","7","12","13","16","103","84","9","11","94","82"
"400C100US41779","Irrigon, OR Urban Cluster (2010)","2825","376","2253","344","29","44","31","40","21","29","30","46","288","156","173","116","9","14","164","114"
"400C100US41806","Irvine, KY Urban Cluster (2010)","3475","502","3335","491","13","12","57","47","0","11","3","5","0","11","67","32","0","11","67","32"
"400C100US41833","Ishpeming, MI Urban Cluster (2010)","12853","292","12443","322","49","44","43","35","31","25","4","8","6","9","277","151","0","16","277","151"
"400C100US41914","Ithaca, NY Urbanized Area (2010)","55307","649","38770","824","3067","315","175","75","9934","436","28","49","945","223","2388","425","211","118","2177","415"
"400C100US41941","Itta Bena, MS Urban Cluster (2010)","3348","406","362","313","2976","316","0","13","0","13","0","13","10","15","0","13","0","13","0","13"
"400C100US41995","Jacksboro, TX Urban Cluster (2010)","4006","141","3507","153","325","46","8","14","0","13","0","13","101","74","65","49","25","32","40","37"
"400C100US42022","Jackson, AL Urban Cluster (2010)","2596","397","1297","224","1299","383","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"400C100US42049","Jackson, CA Urban Cluster (2010)","7254","151","6377","298","15","14","62","60","166","93","28","39","109","108","497","221","4","10","493","221"
"400C100US42076","Jackson, GA Urban Cluster (2010)","5088","358","2697","384","2220","363","0","18","31","36","0","18","0","18","140","153","0","18","140","153"
"400C100US42103","Jackson, KY Urban Cluster (2010)","2543","300","2469","288","8","19","8","10","23","36","0","11","0","11","35","50","0","11","35","50"
"400C100US42157","Jackson, MI Urbanized Area (2010)","88697","1125","72227","1135","11643","529","241","82","713","195","37","41","608","206","3228","486","187","87","3041","490"
"400C100US42184","Jackson, MN Urban Cluster (2010)","3052","84","2775","117","11","20","0","9","185","95","0","9","34","40","47","42","0","9","47","42"
"400C100US42211","Jackson, MS Urbanized Area (2010)","354816","2009","156853","1976","185798","1559","444","134","5037","385","134","111","3499","617","3051","453","308","150","2743","441"
"400C100US42265","Jackson, TN Urbanized Area (2010)","72101","737","38045","892","31134","620","74","67","948","135","0","29","462","277","1438","337","82","77","1356","342"
"400C100US42319","Jackson, WY Urban Cluster (2010)","12450","497","10940","659","44","62","30","61","241","245","0","19","1138","553","57","98","0","19","57","98"
"400C100US42346","Jacksonville, FL Urbanized Area (2010)","1130221","3377","736821","3602","285434","2144","2184","444","50628","1504","1164","211","16197","1825","37793","2372","3932","742","33861","2259"
"400C100US42373","Jacksonville, IL Urban Cluster (2010)","21929","119","19060","134","2096","185","56","39","190","59","1","2","42","33","484","166","49","51","435","158"
"400C100US42400","Jacksonville, NC Urbanized Area (2010)","108242","1916","74162","2035","20302","1504","665","282","2671","405","415","205","2806","804","7221","1128","1029","455","6192","930"
"400C100US42427","Jacksonville, TX Urban Cluster (2010)","14366","265","10243","549","3071","378","29","41","7","15","0","21","562","312","454","251","163","132","291","168"
"400C100US42439","Jackson--Wellston, OH Urban Cluster (2010)","11804","551","11346","543","214","114","0","18","10","16","23","44","21","35","190","127","21","23","169","123"
"400C100US42454","Jaffrey, NH Urban Cluster (2010)","2270","381","2243","381","10","17","8","13","0","11","0","11","0","11","9","17","0","11","9","17"
"400C100US42481","Jamestown, NY Urban Cluster (2010)","41843","465","37561","636","1665","314","141","56","249","109","15","16","999","290","1213","237","114","88","1099","228"
"400C100US42508","Jamestown, ND Urban Cluster (2010)","15363","154","14130","176","228","47","278","112","102","37","19","30","157","82","449","145","141","117","308","117"
"400C100US42535","Jamestown, OH Urban Cluster (2010)","3824","270","3774","276","21","14","0","11","3","7","0","11","0","11","26","20","3","6","23","19"
"400C100US42562","Janesville, WI Urbanized Area (2010)","69980","523","65093","730","1301","300","82","45","944","217","6","10","715","213","1839","373","39","32","1800","376"
"400C100US42616","Jasper, AL Urban Cluster (2010)","13077","556","10622","560","2017","298","2","4","161","114","0","18","0","18","275","115","0","18","275","115"
"400C100US42643","Jasper, FL Urban Cluster (2010)","4619","296","1798","191","2657","293","1","2","0","13","0","13","39","34","124","53","17","19","107","48"
"400C100US42670","Jasper, GA Urban Cluster (2010)","5545","472","5018","458","92","54","9","17","64","45","0","18","188","249","174","100","0","18","174","100"
"400C100US42697","Jasper, IN Urban Cluster (2010)","16248","453","15306","691","140","162","0","18","127","118","0","18","543","466","132","145","88","134","44","61"
"400C100US42724","Jasper, TN Urban Cluster (2010)","3437","294","3208","286","72","38","0","12","0","12","0","12","0","12","157","106","0","12","157","106"
"400C100US42751","Jasper, TX Urban Cluster (2010)","8119","337","3394","490","4172","342","0","19","163","93","0","19","246","221","144","97","26","35","118","90"
"400C100US42778","Jayuya, PR Urban Cluster (2010)","10735","798","9160","851","101","100","47","81","0","21","0","21","1075","527","352","332","46","77","306","315"
"400C100US42805","Jeanerette, LA Urban Cluster (2010)","6328","235","2087","499","4047","516","0","17","27","41","0","17","94","106","73","84","0","17","73","84"
"400C100US42832","Jean Lafitte, LA Urban Cluster (2010)","2841","438","2442","394","107","95","85","115","0","12","0","12","31","35","176","200","0","12","176","200"
"400C100US42849","Jefferson, GA Urban Cluster (2010)","12070","620","10295","658","1114","364","0","20","322","251","0","20","28","46","311","195","19","31","292","181"
"400C100US42859","Jefferson, IA Urban Cluster (2010)","3821","107","3665","108","4","5","8","15","97","59","3","6","0","9","44","35","0","9","44","35"
"400C100US42870","Jefferson, NC Urban Cluster (2010)","4548","472","4013","462","141","53","21","32","28","44","0","12","220","208","125","89","8","11","117","89"
"400C100US42913","Jefferson, OH Urban Cluster (2010)","3459","356","3339","354","28","21","0","11","20","28","0","11","26","32","46","47","0","11","46","47"
"400C100US42967","Jefferson City, MO Urbanized Area (2010)","58124","934","46268","969","8518","417","278","114","959","182","42","32","684","397","1375","375","84","70","1291","380"
"400C100US42978","Jefferson Township North, NJ Urban Cluster (2010)","13214","721","12544","733","61","74","17","21","175","102","0","19","102","96","315","235","0","19","315","235"
"400C100US42994","Jena, LA Urban Cluster (2010)","3805","506","3116","488","657","242","1","3","0","12","8","17","14","26","9","21","0","12","9","21"
"400C100US43021","Jennings, LA Urban Cluster (2010)","9490","241","6920","375","2349","282","26","30","8","14","0","17","3","6","184","118","0","17","184","118"
"400C100US43048","Jerome, ID Urban Cluster (2010)","11299","368","10835","407","9","18","45","51","38","28","0","19","214","154","158","75","19","23","139","73"
"400C100US43064","Jersey Shore, PA Urban Cluster (2010)","9426","543","9061","534","223","100","0","15","32","35","10","17","22","19","78","44","19","28","59","36"
"400C100US43075","Jerseyville, IL Urban Cluster (2010)","8479","445","8161","444","18","21","0","15","0","15","0","15","39","51","261","140","50","44","211","130"
"400C100US43102","Jesup, GA Urban Cluster (2010)","11681","834","7630","841","3431","475","11","19","86","90","0","20","239","191","284","167","201","141","83","99"
"400C100US43115","Jewett City, CT Urban Cluster (2010)","9147","670","8116","643","151","147","37","40","417","271","0","17","69","113","357","198","29","44","328","192"
"400C100US43129","Jim Thorpe, PA Urban Cluster (2010)","5397","495","5230","494","96","88","0","15","16","27","0","15","42","48","13","24","0","15","13","24"
"400C100US43210","Johnson City, TN Urbanized Area (2010)","122089","1609","110724","1653","5578","435","384","176","2091","239","10","14","599","371","2703","392","222","158","2481","372"
"400C100US43217","Johnson Creek, WI Urban Cluster (2010)","2903","43","2736","93","17","19","10","15","67","55","0","9","42","50","31","31","0","9","31","31"
"400C100US43227","Johnson Lane, NV Urban Cluster (2010)","5312","493","5058","519","82","80","38","29","0","17","0","17","34","72","100","110","0","17","100","110"
"400C100US43237","Johnston City, IL Urban Cluster (2010)","3624","72","3560","105","5","11","22","37","37","54","0","11","0","11","0","11","0","11","0","11"
"400C100US43253","Johnstown, CO Urban Cluster (2010)","17333","515","15975","741","100","91","104","141","37","39","0","19","682","475","435","179","148","138","287","133"
"400C100US43264","Johnstown, OH Urban Cluster (2010)","4990","412","4868","409","0","11","0","11","0","11","0","11","65","96","57","88","57","88","0","11"
"400C100US43291","Johnstown, PA Urbanized Area (2010)","65388","597","58779","659","3476","399","43","33","501","148","0","24","215","109","2374","351","250","145","2124","338"
"400C100US43345","Jonesboro, AR Urbanized Area (2010)","70458","1107","50764","1223","13564","680","548","389","1113","160","154","217","1839","496","2476","588","131","77","2345","580"
"400C100US43372","Jonesboro, LA Urban Cluster (2010)","5424","295","2233","319","3140","233","5","8","19","22","0","17","13","18","14","17","6","12","8","11"
"400C100US43383","Jones Creek, TX Urban Cluster (2010)","3388","341","2684","323","470","133","38","34","42","62","0","13","128","64","26","23","0","13","26","23"
"400C100US43399","Joplin, MO Urbanized Area (2010)","83688","1088","74876","1054","2328","285","1302","258","1134","290","48","84","1042","300","2958","483","165","83","2793","482"
"400C100US43426","Jordan, MN Urban Cluster (2010)","5813","154","5151","318","105","170","0","12","45","67","107","149","405","256","0","12","0","12","0","12"
"400C100US43453","Juana Díaz, PR Urbanized Area (2010)","74998","1463","38655","2147","5335","867","63","62","107","112","0","32","7346","878","23492","2154","395","190","23097","2124"
"400C100US43480","Junction, TX Urban Cluster (2010)","2712","246","2360","248","1","2","33","35","0","13","2","5","247","130","69","57","56","52","13","20"
"400C100US43507","Junction City, KS Urban Cluster (2010)","40428","568","27866","627","7522","510","352","150","1094","218","355","74","647","246","2592","489","143","76","2449","472"
"400C100US43534","Junction City, OR Urban Cluster (2010)","6392","418","5893","546","36","43","24","31","95","86","0","17","285","345","59","56","0","17","59","56"
"400C100US43561","Juneau, AK Urban Cluster (2010)","25349","490","17213","543","318","58","2890","424","1916","242","230","93","407","287","2375","437","176","160","2199","369"
"400C100US43571","Juneau, WI Urban Cluster (2010)","2545","61","2445","71","7","9","0","9","13","18","0","9","31","27","49","33","16","26","33","25"
"400C100US43595","Jupiter Farms, FL Urban Cluster (2010)","10799","699","10286","740","389","304","0","21","82","118","0","21","32","49","10","16","0","21","10","16"
"400C100US43604","Justin, TX Urban Cluster (2010)","3223","106","3049","124","40","22","32","32","25","22","0","13","0","13","77","47","7","11","70","46"
"400C100US43615","Kahului, HI Urbanized Area (2010)","62314","1591","11517","1142","408","202","119","90","25979","1673","7813","837","438","214","16040","1647","339","194","15701","1656"
"400C100US43642","Kailua (Hawaii County)--Holualoa, HI Urban Cluster (2010)","32043","1914","14098","1123","206","109","96","92","5562","822","5055","964","616","370","6410","995","129","101","6281","994"
"400C100US43669","Kailua (Honolulu County)--Kaneohe, HI Urbanized Area (2010)","114007","1971","39167","1563","1689","286","203","89","28734","1428","8012","865","1380","465","34822","1657","1126","340","33696","1561"
"400C100US43696","Kalaheo, HI Urban Cluster (2010)","16893","1042","5400","516","25","26","73","49","5956","826","1181","346","76","42","4182","672","40","32","4142","673"
"400C100US43711","Kalama, WA Urban Cluster (2010)","3294","392","3100","380","0","12","22","29","0","12","0","12","81","79","91","79","0","12","91","79"
"400C100US43723","Kalamazoo, MI Urbanized Area (2010)","217344","1297","170690","1333","27938","817","599","159","6138","446","81","79","1461","375","10437","778","442","137","9995","790"
"400C100US43777","Kalispell, MT Urban Cluster (2010)","34188","1124","31791","1062","147","94","515","242","273","120","8","13","370","397","1084","291","49","47","1035","290"
"400C100US43804","Kalkaska, MI Urban Cluster (2010)","2559","307","2335","294","27","24","48","31","29","17","0","10","0","10","120","59","0","10","120","59"
"400C100US43818","Kamas, UT Urban Cluster (2010)","2896","317","2823","310","28","38","0","11","0","11","6","14","15","20","24","22","0","11","24","22"
"400C100US43831","Kanab, UT Urban Cluster (2010)","3509","268","3271","263","0","11","86","90","30","46","11","16","5","12","106","144","22","41","84","109"
"400C100US43858","Kane, PA Urban Cluster (2010)","3566","81","3427","132","6","9","0","10","19","23","0","10","16","26","98","80","0","10","98","80"
"400C100US43885","Kankakee, IL Urbanized Area (2010)","79592","647","61416","902","13736","476","234","135","990","127","38","43","1548","410","1630","358","194","99","1436","335"
"400C100US43912","Kansas City, MO--KS Urbanized Area (2010)","1577744","2360","1177577","3567","238575","2515","6140","554","51514","1071","2421","457","49476","2837","52041","2580","5861","823","46180","2268"
"400C100US43939","Kapaa, HI Urban Cluster (2010)","20079","1022","7158","609","208","62","80","55","5193","746","2108","408","72","62","5260","773","110","68","5150","773"
"400C100US43966","Kapaau, HI Urban Cluster (2010)","3664","606","667","295","13","24","0","11","1164","338","417","239","28","25","1375","362","0","11","1375","362"
"400C100US43993","Kaplan, LA Urban Cluster (2010)","4971","503","4406","578","422","213","0","12","38","43","0","12","0","12","105","97","0","12","105","97"
"400C100US44020","Karnes City, TX Urban Cluster (2010)","3298","34","2212","238","62","53","0","13","6","11","0","13","940","226","78","70","48","55","30","46"
"400C100US44047","Kasson, MN Urban Cluster (2010)","7124","198","6823","195","18","20","25","21","109","70","0","12","17","20","132","59","3","4","129","59"
"400C100US44074","Kaufman, TX Urban Cluster (2010)","6104","234","5358","325","260","94","0","19","0","19","0","19","411","271","75","55","24","33","51","42"
"400C100US44128","Kayenta, AZ Urban Cluster (2010)","4276","591","287","127","0","12","3853","605","0","12","68","49","40","25","28","32","8","9","20","29"
"400C100US44155","Kearney, MO Urban Cluster (2010)","8717","160","7986","482","0","15","9","16","17","28","0","15","174","121","531","384","416","379","115","97"
"400C100US44182","Kearney, NE Urban Cluster (2010)","32721","330","30275","421","595","109","65","56","604","116","1","3","441","171","740","210","122","101","618","190"
"400C100US44209","Keene, NH Urban Cluster (2010)","22489","572","20791","611","360","129","31","25","406","161","0","21","126","117","775","210","163","127","612","180"
"400C100US44236","Kekaha, HI Urban Cluster (2010)","5050","596","970","255","13","21","50","46","2173","365","1194","290","20","21","630","360","0","15","630","360"
"400C100US44263","Kellogg, ID Urban Cluster (2010)","3410","287","3147","273","0","12","92","78","30","35","0","12","18","20","123","80","13","20","110","77"
"400C100US44290","Kelseyville, CA Urban Cluster (2010)","3612","661","2306","381","22","36","19","32","0","12","0","12","1223","638","42","64","42","64","0","12"
"400C100US44317","Kemmerer, WY Urban Cluster (2010)","3124","213","2914","179","25","34","13","23","3","5","6","10","34","33","129","63","0","12","129","63"
"400C100US44344","Kenai, AK Urban Cluster (2010)","5020","380","3486","357","63","41","691","289","151","130","0","12","132","123","497","202","0","12","497","202"
"400C100US44371","Kendallville, IN Urban Cluster (2010)","10227","409","9820","469","94","112","6","12","111","99","0","18","19","31","177","92","29","40","148","86"
"400C100US44398","Kenedy, TX Urban Cluster (2010)","5640","320","3294","383","1178","130","15","19","3","5","0","19","1046","343","104","85","25","34","79","76"
"400C100US44425","Kennebunk, ME Urban Cluster (2010)","8829","382","8606","420","6","9","52","58","152","176","0","14","0","14","13","17","0","14","13","17"
"400C100US44452","Kennett, MO Urban Cluster (2010)","10791","232","8805","366","1276","208","100","76","14","25","0","17","297","237","299","129","0","17","299","129"
