"topic","term","beta"
3,"47m",0.000161444379994673
4,"47m",0.000128560963153261
5,"47m",0.0001094786107373
1,"5b",0.000219715737289179
2,"5b",5.8467348418102e-05
3,"5b",0.000167979829142066
4,"5b",7.3174473786632e-05
5,"5b",0.00023393011086676
1,"5th",0.000224800014445794
2,"5th",8.04723675085869e-05
3,"5th",0.000172447278511088
4,"5th",0.000180908507120939
5,"5th",2.73193978583674e-05
1,"60th",0.000104515664626298
2,"60th",9.26014767086037e-05
3,"60th",0.000128097961431141
4,"60th",0.000309855614786324
5,"60th",7.04834638531496e-05
1,"6pm",0.000417515328669445
2,"6pm",8.04878146891949e-05
3,"6pm",0.000157586864710941
4,"6pm",7.69828570884038e-07
5,"6pm",5.02700276637413e-05
1,"7am",1.46116854400895e-05
2,"7am",0.000230083925983764
3,"7am",0.000739791672060423
4,"7am",0.000203870080373499
5,"7am",0.000238227579670385
1,"7day",9.79260539858437e-05
2,"7day",5.64078133414459e-05
3,"7day",0.000203444316687627
4,"7day",0.000176152635288393
5,"7day",0.000193207075438881
1,"9yr",0.000230915019712115
2,"9yr",5.7976226416547e-05
3,"9yr",0.000170836446089027
4,"9yr",0.00013376292048586
5,"9yr",0.000113934266423699
1,"aameen",4.04962252547717e-05
2,"aameen",0.000107582321100968
3,"aameen",0.000304751127901714
4,"aameen",0.000116495748116341
5,"aameen",0.000163572272501728
1,"aarp",3.39748906464459e-05
2,"aarp",0.000339229755732342
3,"aarp",9.46585443712227e-05
4,"aarp",0.000158907327274869
5,"aarp",0.000298068936658131
1,"abc7ni",7.46259546741056e-05
2,"abc7ni",3.4429242028065e-05
3,"abc7ni",0.00019346441019998
4,"abc7ni",0.000246623851255396
5,"abc7ni",0.000148299974257882
1,"abort",0.000376589442028039
2,"abort",0.000371279406583204
3,"abort",0.000269765834207303
4,"abort",0.000191187889854142
5,"abort",0.000417424364599783
1,"abroad",0.000966479540822653
2,"abroad",0.000935662587147195
3,"abroad",7.80476857551854e-05
4,"abroad",0.000119132210081822
5,"abroad",0.000569877804339054
1,"absolut",0.000238560949397421
2,"absolut",0.000210609444920775
3,"absolut",4.57486835089153e-05
4,"absolut",0.000201909441641368
5,"absolut",9.58717050301461e-05
1,"abt",0.000201680153819109
2,"abt",0.000112240364894812
3,"abt",0.00019240869118023
4,"abt",7.5393488503665e-05
5,"abt",0.000175467390815107
1,"accept",0.000402828174622818
2,"accept",0.000330910087279973
3,"accept",0.000755382853842126
4,"accept",0.000756638058372345
5,"accept",0.000694758258777034
1,"access",0.000475322933140977
2,"access",0.000374444031332187
3,"access",0.000389225011096627
4,"access",1.70108770386919e-05
5,"access",0.00033855708323707
1,"account",0.000191592091236082
2,"account",1.20048440203684e-05
3,"account",0.000390245892241786
4,"account",0.0004037063571774
5,"account",0.000413479056935047
1,"accur",0.000354394558079232
2,"accur",0.000223877344315393
3,"accur",0.000351348940369609
4,"accur",0.000251735892003261
5,"accur",0.000320865671308584
1,"accus",0.000106027145252711
2,"accus",0.000237890888837007
3,"accus",0.000137058513664433
4,"accus",0.000232383332056996
5,"accus",7.02016537016617e-05
1,"acebearstrom",0.000184040093771192
2,"acebearstrom",0.00011891084420333
3,"acebearstrom",0.000144648773259598
4,"acebearstrom",0.000150268169066055
5,"acebearstrom",0.000159183029677497
1,"acepi",0.000253280619241957
2,"acepi",5.4164006087778e-05
3,"acepi",0.000212357661010206
4,"acepi",7.69985455922271e-05
5,"acepi",0.000102346464129598
1,"aclu",6.71855223052126e-05
2,"aclu",0.000182069177658475
3,"aclu",0.000214269288403204
4,"aclu",0.000126571005879922
5,"aclu",0.000208415898931279
1,"act",0.000163292001313491
2,"act",0.000166608176201231
3,"act",0.000107972815096805
4,"act",0.000245616025110161
5,"act",6.46764312576292e-05
1,"action",0.00118272373329572
2,"action",0.000933490131174209
3,"action",0.00110413092460532
4,"action",0.00102543298419675
5,"action",5.96325844498898e-05
1,"activ",0.000740111524931992
2,"activ",0.000195910040910719
3,"activ",0.000461804314720222
4,"activ",0.000444641945564927
5,"activ",0.000270866194898676
1,"actual",0.000251380768681449
2,"actual",7.16535920159591e-05
3,"actual",0.000129899660803943
4,"actual",0.000184395421217901
5,"actual",6.15513533399496e-05
1,"ad",0.00107872902625225
2,"ad",0.00105789248566078
3,"ad",0.000775467159522859
4,"ad",0.000456958629200748
5,"ad",0.000595318996464047
1,"add",0.000618583712945577
2,"add",0.000154994810505693
3,"add",0.000232543172411253
4,"add",9.3126943638751e-05
5,"add",0.000431544683089656
1,"addit",0.000386235281914345
2,"addit",0.000140102256180626
3,"addit",1.4758397125741e-05
4,"addit",5.39953561171141e-06
5,"addit",0.000294801554780406
1,"administr",0.000375400781321433
2,"administr",0.000604769643387705
3,"administr",0.000469545943394411
4,"administr",0.000467456966175572
5,"administr",0.00047473854060843
1,"admit",0.000337669520309879
2,"admit",7.84619725045638e-05
3,"admit",7.94117064142142e-05
4,"admit",0.000102352210490002
5,"admit",0.000145275236333612
1,"adventur",4.89700322471241e-05
2,"adventur",0.000164066120219225
3,"adventur",0.000328901265905882
4,"adventur",1.86471506311314e-05
5,"adventur",0.000225266603363937
1,"advert",0.000379125360433892
2,"advert",0.000425298671011455
3,"advert",0.000363643705163717
4,"advert",2.73110988379454e-05
5,"advert",0.000475806267512569
1,"advic",0.000183349512091162
2,"advic",0.000225419897022791
3,"advic",8.82467779434245e-05
4,"advic",0.000194003921009703
5,"advic",0.000108262946024521
1,"advis",0.000813689157300478
2,"advis",0.000333519087197805
3,"advis",0.00066919526754376
4,"advis",0.000218650251555554
5,"advis",6.16107737100173e-05
1,"advisor",0.00011359441226248
2,"advisor",0.000109099484756737
3,"advisor",0.000121474446201394
4,"advisor",0.000164361678664013
5,"advisor",0.000291772670162474
1,"advisori",0.000199460459978245
2,"advisori",6.89514691318688e-05
3,"advisori",0.000198245479829987
4,"advisori",0.00010432006983999
5,"advisori",0.000153985111227838
1,"af",0.00021491976824575
2,"af",0.000196581743656898
3,"af",0.000202407636603429
4,"af",3.30376672903297e-05
5,"af",0.00014379068656239
1,"affect",0.00174623339842078
2,"affect",0.000859458423358863
3,"affect",0.00109889548224379
4,"affect",0.000683642980071454
5,"affect",0.000840031159680498
1,"afford",0.000211114055099643
2,"afford",0.000121047145548584
3,"afford",0.000127924486445634
4,"afford",0.000153980477841254
5,"afford",0.000139226680926094
1,"afg",0.000203600509252527
2,"afg",0.000126059564116568
3,"afg",0.000251718441371973
4,"afg",8.05334395030037e-05
5,"afg",5.07408644436566e-05
1,"afghanistan",1.43028092260207e-05
2,"afghanistan",0.00012192744970945
3,"afghanistan",0.000242690081552384
4,"afghanistan",0.000273608621753681
5,"afghanistan",4.62001305382767e-05
1,"africa",0.000870620953118223
2,"africa",0.00026954794388998
3,"africa",9.16465846644388e-06
4,"africa",0.000110869626772846
5,"africa",0.000320417272053362
1,"african",0.000982334954370538
2,"african",0.000420902688055823
3,"african",0.000206548139713956
4,"african",0.000519818022268167
5,"african",5.49863346927988e-05
1,"age",0.00188570804611295
2,"age",0.000701403207791426
3,"age",0.000555344472501092
4,"age",1.95867378250115e-05
5,"age",0.00174182918213697
1,"agenc",5.93030660731059e-05
2,"agenc",0.000181603266287361
3,"agenc",8.28609008625175e-05
4,"agenc",0.000660493265280964
5,"agenc",0.000608252155462626
1,"agenda",2.59072619315608e-05
2,"agenda",3.24259632548296e-05
3,"agenda",0.000188656091347969
4,"agenda",0.000240964614254788
5,"agenda",0.000241906501028415
1,"aggress",1.7671344210963e-05
2,"aggress",0.000157785395209732
3,"aggress",0.000147536992624027
4,"aggress",0.00023817493451408
5,"aggress",0.000237380178249966
1,"ago",0.000196176597829569
2,"ago",0.000243006071387121
3,"ago",4.00319768848567e-05
4,"ago",0.000171287856100266
5,"ago",0.000196267975624892
1,"agoromchelsea",0.000170359119959161
2,"agoromchelsea",0.000202093157009431
3,"agoromchelsea",0.000198632094797494
4,"agoromchelsea",0.000122861204049098
5,"agoromchelsea",6.8817653612082e-05
1,"agre",0.000100280085661066
2,"agre",0.00024807899306911
3,"agre",0.000491379980909985
4,"agre",0.000377172408492895
5,"agre",0.000244846532819868
1,"ahead",0.00019675389488364
2,"ahead",0.000521736082312767
3,"ahead",0.000366540840058219
4,"ahead",0.000346152945414514
5,"ahead",0.000161215834360286
1,"ai",0.000122708617034564
2,"ai",0.000381837177047736
3,"ai",0.000183396499326233
4,"ai",3.58593228812066e-05
5,"ai",0.000175723028963871
1,"aid",0.00106685367298689
2,"aid",0.000732567384590442
3,"aid",2.18107469691402e-05
4,"aid",0.000833366589828973
5,"aid",0.000531472025506736
1,"aim",0.00011697292054013
2,"aim",0.000210660667287979
3,"aim",0.000195094661080619
4,"aim",0.000126391635610741
5,"aim",0.000144598157291927
1,"air",0.000766806570314079
2,"air",0.000617729021296133
3,"air",0.000339607128098846
4,"air",0.00109043541553931
5,"air",0.0011310289326574
1,"aircraft",0.000230136491111455
2,"aircraft",0.000182971023163308
3,"aircraft",7.97475487069355e-05
4,"aircraft",7.82888712288768e-05
5,"aircraft",0.000270625681049512
1,"airlin",0.000481587126892445
2,"airlin",5.06064885304626e-05
3,"airlin",0.000286419758568215
4,"airlin",0.00024005073832945
5,"airlin",0.000386877631505769
1,"airport",0.000517342336751507
2,"airport",0.000362292479148997
3,"airport",0.00066990537393177
4,"airport",0.00026213847172147
5,"airport",0.000422096341672057
1,"airway",0.000225310819354178
2,"airway",1.08176225646068e-05
3,"airway",0.000115267124189196
4,"airway",0.000184170201219972
5,"airway",0.000172503240130912
1,"aki",0.000261262890684219
2,"aki",0.000121874769776714
3,"aki",5.17496144314528e-05
4,"aki",0.000178793568759556
5,"aki",0.000154129435363756
1,"aks",6.29579645881384e-05
2,"aks",0.000217467039834762
3,"aks",0.000128579394886625
4,"aks",0.000203332972091715
5,"aks",0.000213170086208615
1,"al",0.000261347402213508
2,"al",0.000219082405475925
3,"al",0.000223138533753663
4,"al",9.69272346987796e-06
5,"al",5.77859249712866e-05
1,"alain",0.000152977384850552
2,"alain",0.000345728381404381
3,"alain",2.49387138517789e-05
4,"alain",0.000279757058099866
5,"alain",3.6399527381116e-05
1,"alarm",5.97402081249293e-05
2,"alarm",3.99060241896923e-06
3,"alarm",0.000306053962692029
4,"alarm",5.19470238914753e-05
5,"alarm",0.000313527008205854
1,"alcohol",0.000217205781486071
2,"alcohol",0.000173730564257886
3,"alcohol",2.28352388520401e-05
4,"alcohol",0.000202600252885773
5,"alcohol",0.000194717722160155
1,"ali",0.000206291880749042
2,"ali",9.80611209364916e-05
3,"ali",0.000187921006191199
4,"ali",9.65452062685848e-05
5,"ali",0.00015245685830426
1,"alik",0.000186222131952624
2,"alik",0.000175144844965694
3,"alik",0.000194110931866245
4,"alik",6.04583307086548e-05
5,"alik",0.000173624259595219
1,"aliv",7.61363933836709e-05
2,"aliv",0.000208761034173825
3,"aliv",0.000237795683539421
4,"aliv",0.000151319863618439
5,"aliv",9.38120795115689e-05
1,"allah",0.000432268813932897
2,"allah",0.000443611622575265
3,"allah",0.000285915034340058
4,"allah",0.000306580952162229
5,"allah",6.32112107703729e-05
1,"allenjfost",0.000203794204049491
2,"allenjfost",2.35357345148688e-05
3,"allenjfost",8.37190842206451e-06
4,"allenjfost",0.000251009559674283
5,"allenjfost",0.000273562646884657
1,"allevi",0.000102516823511148
2,"allevi",4.49182892696967e-05
3,"allevi",7.98217266780124e-05
4,"allevi",0.000274912327993762
5,"allevi",0.000249637624005189
1,"alli",0.000421437352457165
2,"alli",0.000122918915875837
3,"alli",0.000291492981330415
4,"alli",0.000433260323976833
5,"alli",0.000103067248496279
1,"allow",0.000233864130876738
2,"allow",8.73029098865615e-05
3,"allow",0.000192994785521363
4,"allow",6.83038276743665e-05
5,"allow",0.00015521703338688
1,"alltagsrassismus",0.000227213724977951
2,"alltagsrassismus",5.76051867925074e-05
3,"alltagsrassismus",0.000227934471465102
4,"alltagsrassismus",0.000115853866383878
5,"alltagsrassismus",4.95850134988587e-05
1,"allur",4.81298013743037e-05
2,"allur",2.4927258904047e-05
3,"allur",0.000279418154277785
4,"allur",0.00015274928185926
5,"allur",0.000198615338331684
1,"aluminium",0.000114398700335212
2,"aluminium",0.000122383078980914
3,"aluminium",0.000268067886948129
4,"aluminium",4.44326923389361e-05
5,"aluminium",0.000220115806740677
1,"amazon",0.000186952722370906
2,"amazon",6.14045043696763e-05
3,"amazon",0.000192109920546983
4,"amazon",0.000161142915997234
5,"amazon",9.72733116597544e-05
1,"ambul",0.000227589432597899
2,"ambul",6.87447505814268e-05
3,"ambul",0.000144630891103262
4,"ambul",8.96857928422579e-05
5,"ambul",0.00022808261420951
1,"ameen",0.000136125551413261
2,"ameen",0.000287691227364701
3,"ameen",8.90027937854692e-05
4,"ameen",0.000124831525225686
5,"ameen",0.000245111263989444
1,"amen",0.000142748110078194
2,"amen",0.000227279679861682
3,"amen",0.000130995266502728
4,"amen",8.72985561244406e-05
5,"amen",0.000267692303783045
1,"america",0.000560500125534175
2,"america",0.00187005044404433
3,"america",0.00105019215162668
4,"america",0.00245071966548712
5,"america",0.00117232938584224
1,"american",0.000211308752250962
2,"american",0.00108578842961109
3,"american",0.000393122271786955
4,"american",0.000924954184140782
5,"american",0.000784034833082272
1,"americasfutur",8.80294637379662e-05
2,"americasfutur",0.000255852711788959
3,"americasfutur",7.17631176277882e-05
4,"americasfutur",0.000242360704197823
5,"americasfutur",0.000181812067895343
1,"amerindepend",0.000254582936848405
2,"amerindepend",0.000209001991898365
3,"amerindepend",0.000189387610135609
4,"amerindepend",3.84654230352521e-06
5,"amerindepend",0.000143829523573387
1,"amid",0.000544428023360835
2,"amid",0.00070614124685449
3,"amid",0.000368884412350387
4,"amid",0.000303593117016221
5,"amid",0.000581477221163362
1,"amp",0.00846536970847148
2,"amp",0.00371093113550511
3,"amp",0.000228282073291613
4,"amp",0.004142246940842
5,"amp",0.00585801896962599
1,"amswonigeria",0.000128838576302158
2,"amswonigeria",0.000272026911542523
3,"amswonigeria",0.000197363778823374
4,"amswonigeria",4.91591698992673e-05
5,"amswonigeria",0.000202106155072269
1,"amunmarri",0.000176027414395462
2,"amunmarri",0.000176366959022651
3,"amunmarri",0.000164300130622824
4,"amunmarri",0.000143881394148672
5,"amunmarri",0.000104906015312539
1,"amus",0.000150118061624065
2,"amus",0.000148315773880572
3,"amus",7.56445519750091e-05
4,"amus",0.000259490110773093
5,"amus",0.000132183267997515
1,"analyz",0.000103626562320096
2,"analyz",2.6529484012516e-05
3,"analyz",0.000238812564214014
4,"analyz",0.00017028894485252
5,"analyz",0.000154671646588467
1,"anchor",0.000233736601133291
2,"anchor",0.000151775757666063
3,"anchor",0.000135739342770072
4,"anchor",6.89267608329359e-05
5,"anchor",0.000206079236100187
1,"anem",6.08996491355569e-05
2,"anem",0.000153836829051279
3,"anem",9.93634002503336e-05
4,"anem",0.000189014060033147
5,"anem",0.000337667835528577
1,"angri",0.000184692083074525
2,"angri",3.22728965833665e-05
3,"angri",0.000227805240072224
4,"angri",0.00018279367653344
5,"angri",2.51837128184238e-05
1,"angrierwhstaff",0.000197582805139368
2,"angrierwhstaff",0.000243822963787696
3,"angrierwhstaff",5.31243170495025e-05
4,"angrierwhstaff",0.000165956954300376
5,"angrierwhstaff",0.000179376279005383
1,"anim",0.000537269800818454
2,"anim",2.57626849041051e-05
3,"anim",0.000629657691757638
4,"anim",0.000467039792406781
5,"anim",0.000379520780770983
1,"animejapan",0.000104885830405427
2,"animejapan",0.000388826959027569
3,"animejapan",0.000185716249242129
4,"animejapan",0.000134034790689524
5,"animejapan",3.45753156635017e-05
1,"annerabbitt",9.89868210563481e-06
2,"annerabbitt",0.000466437068176668
3,"annerabbitt",0.000258648137340779
4,"annerabbitt",0.00010745140067586
5,"annerabbitt",3.85111284059332e-05
1,"annihil",0.000196939374703885
2,"annihil",0.000137726744501332
3,"annihil",0.000226838636472849
4,"annihil",6.08245434336375e-05
5,"annihil",0.000127505945437688
1,"announc",0.00034034330431428
2,"announc",0.00104042359288168
3,"announc",5.74310261641098e-05
4,"announc",0.000360603425668153
5,"announc",7.01480518593691e-05
1,"annwilburn7",9.79950396715704e-05
2,"annwilburn7",2.16779490653107e-05
3,"annwilburn7",0.000310370423789021
4,"annwilburn7",0.000163569435070754
5,"annwilburn7",5.33079313201071e-05
1,"anonym",7.87865307174768e-05
2,"anonym",0.000104140011800238
3,"anonym",0.000242452908450854
4,"anonym",0.000248058786406791
5,"anonym",2.55867006283486e-06
1,"answer",0.000155277374839196
2,"answer",0.000443752200436908
3,"answer",0.000325075490822366
4,"answer",0.000326325349681737
5,"answer",0.000386965393187737
1,"anthrax",0.000144863600378138
2,"anthrax",0.000231790743794502
3,"anthrax",0.000138394618505643
4,"anthrax",7.72776946926093e-05
5,"anthrax",0.000264477663812002
1,"anti",0.000589505641053907
2,"anti",0.000597268614279315
3,"anti",0.000576707328177508
4,"anti",0.000181206253632736
5,"anti",0.000430325494655329
1,"antidot",0.000264967193456509
2,"antidot",0.000108417884912117
3,"antidot",3.5224047064338e-06
4,"antidot",0.000184805863020746
5,"antidot",0.000232612705793311
1,"antivaxx",0.000189676309602234
2,"antivaxx",0.000227027445591714
3,"antivaxx",0.000107772913952217
4,"antivaxx",0.000231114313094955
5,"antivaxx",3.23730603013654e-06
1,"anxieti",9.48900578327993e-05
2,"anxieti",7.51888792319902e-05
3,"anxieti",0.000314842502931472
4,"anxieti",2.97399501487108e-05
5,"anxieti",0.000227515020678084
1,"apolonia",0.000145271594387716
2,"apolonia",0.00011896391579588
3,"apolonia",0.000112019954252719
4,"apolonia",6.2570917276823e-05
5,"apolonia",0.000417458228981281
1,"appar",0.000289822951069795
2,"appar",0.000312718282752601
3,"appar",0.000123222684482162
4,"appar",1.66064527958347e-05
5,"appar",0.000107198797384381
1,"appeal",2.62794814366969e-05
2,"appeal",8.04461479950633e-05
3,"appeal",0.000152767262212697
4,"appeal",0.000395740488595306
5,"appeal",1.70943812294997e-05
1,"appear",0.000109028249227568
2,"appear",0.000138784556828224
3,"appear",0.000180099405636006
4,"appear",0.00015151864736711
5,"appear",0.000195532742999131
1,"appl",0.000162057460193206
2,"appl",5.3792212190963e-05
3,"appl",0.000186918709308568
4,"appl",0.000152805290173871
5,"appl",0.000163591334386971
1,"appnew",0.000220468639774084
2,"appnew",0.000221740058410208
3,"appnew",0.000355103572497497
4,"appnew",0.000364838469261479
5,"appnew",0.000337525003924358
1,"appoint",0.000461876074843861
2,"appoint",0.000391078242847619
3,"appoint",0.00029173740211459
4,"appoint",0.000125556040890875
5,"appoint",0.000340357784742977
1,"appreci",0.000379321624392382
2,"appreci",0.00016171148047732
3,"appreci",0.000350378862189107
4,"appreci",0.000183945668444372
5,"appreci",0.000440536076286104
1,"approach",0.000133654149875843
2,"approach",7.98562927885618e-05
3,"approach",0.000669768508197308
4,"approach",0.000649721139634129
5,"approach",0.000591129241769279
1,"approv",0.00011529717003996
2,"approv",0.000205010639346212
3,"approv",0.000203426634064438
4,"approv",0.000112614777246457
5,"approv",0.000159208688301253
1,"approx",0.000230806087659589
2,"approx",0.000209265544211494
3,"approx",0.000132821940847155
4,"approx",5.24161182399559e-05
5,"approx",0.000199676357555401
1,"april",0.000170789167314368
2,"april",4.0692954806988e-05
3,"april",0.000206664418551137
4,"april",0.000215066839119192
5,"april",2.46509907301768e-05
1,"aprzhu",0.000316120702923209
2,"aprzhu",0.000344892245063116
3,"aprzhu",4.16213353570502e-05
4,"aprzhu",4.43307840436776e-05
5,"aprzhu",0.000140028382096174
1,"arabia",0.00140966057047368
2,"arabia",0.00169052217152223
3,"arabia",0.00212655346929485
4,"arabia",0.000300510607436019
5,"arabia",0.00162014241722201
1,"arachi",0.000112631482795393
2,"arachi",0.000141554121378553
3,"arachi",0.000268415751232769
4,"arachi",6.11706904124306e-05
5,"arachi",0.000180822513416296
1,"arewa",0.000173140539315303
2,"arewa",0.000221192354236763
3,"arewa",8.65285993647757e-05
4,"arewa",0.000215965307962247
5,"arewa",9.44101285399752e-05
1,"arm",0.000125202521032125
2,"arm",0.000613196867844766
3,"arm",0.000625131877598415
4,"arm",0.000345113684586683
5,"arm",0.000779182295324413
1,"arrest",0.000258670263229718
2,"arrest",0.0002398914603707
3,"arrest",1.16369381249419e-05
4,"arrest",0.000143877952655179
5,"arrest",0.000196766705954307
1,"arriv",0.000871733066839439
2,"arriv",0.00165670127607734
3,"arriv",7.92202585455144e-05
4,"arriv",0.000679686546837014
5,"arriv",0.00131709859065855
1,"arsalanghumman",0.000244814290586156
2,"arsalanghumman",0.000107828673604853
3,"arsalanghumman",0.000110480124228784
4,"arsalanghumman",0.000210690262558532
5,"arsalanghumman",3.58555270965522e-05
1,"arsehol",3.78640728606738e-05
2,"arsehol",0.000163419998981019
3,"arsehol",0.000158278808444099
4,"arsehol",0.000290078845481594
5,"arsehol",9.94288660319791e-05
1,"articl",0.000665340133482978
2,"articl",1.49023703670897e-05
3,"articl",0.000781500920814959
4,"articl",0.00100708718207767
5,"articl",0.00110088780159945
1,"artifici",0.000117832760561096
2,"artifici",0.000180102592824892
3,"artifici",0.000121394515552034
4,"artifici",0.000223634170537287
5,"artifici",0.000136526863740123
1,"asadowaisi",6.05111462095594e-05
2,"asadowaisi",0.000104568908871235
3,"asadowaisi",0.00018208656368678
4,"asadowaisi",8.7083345626689e-05
5,"asadowaisi",0.000396264369881509
1,"asap",0.000130497814554604
2,"asap",5.78128678428626e-05
3,"asap",7.3896283795128e-05
4,"asap",0.000180535525522874
5,"asap",0.000360566920612382
1,"asenkut",1.31731095915099e-05
2,"asenkut",0.000193362643544082
3,"asenkut",0.000302327083808479
4,"asenkut",0.000175456653408678
5,"asenkut",5.02368876367756e-05
1,"asia",0.00105421115745402
2,"asia",0.00108697509373691
3,"asia",0.000357204980897259
4,"asia",0.000777905009610391
5,"asia",0.000818430609486644
1,"asian",0.000475449836551698
2,"asian",0.000315977271040749
3,"asian",0.000759798569444674
4,"asian",0.000160534544287461
5,"asian",0.000529026296471269
1,"askwho",0.000197137139146544
2,"askwho",0.000105307645930852
3,"askwho",9.85904969755933e-05
4,"askwho",0.000129000800503765
5,"askwho",0.000263859794560679
1,"ass",0.000615468393808527
2,"ass",0.00105669003030057
3,"ass",0.000381336172214724
4,"ass",0.000317968076707119
5,"ass",0.000167167776585591
1,"assess",0.000428892038454188
2,"assess",0.000454689392263772
3,"assess",0.000280147167143588
4,"assess",0.000492690789886912
5,"assess",0.000792997404295202
1,"assist",9.85593957308798e-05
2,"assist",0.000180277853765312
3,"assist",0.000153389248809683
4,"assist",0.00018479096333846
5,"assist",0.000173225753699589
1,"assuag",0.000205292624165682
2,"assuag",6.91460849854822e-05
3,"assuag",7.34110110573867e-05
4,"assuag",0.000178700755739041
5,"assuag",0.000241470019974093
1,"assur",9.52920368672852e-05
2,"assur",0.000633884969892522
3,"assur",0.000539755488036344
4,"assur",7.75201717478305e-05
5,"assur",0.000367427694094078
1,"asthma",0.000223858683969447
2,"asthma",0.00020960037659109
3,"asthma",2.37083455857813e-05
4,"asthma",0.000261055255750338
5,"asthma",6.1561132760244e-05
1,"asymptomat",0.000117785320458644
2,"asymptomat",0.000103066243255671
3,"asymptomat",0.000147884745670039
4,"asymptomat",0.000173818986723424
5,"asymptomat",0.000228561748237108
1,"ate",0.00018308077791454
2,"ate",0.000202801645657658
3,"ate",5.33682681073932e-05
4,"ate",0.000171223182165607
5,"ate",0.000223105871006511
1,"athlet",7.15016736393354e-05
2,"athlet",0.000231079792144409
3,"athlet",2.92362224516113e-05
4,"athlet",0.000322207461974399
5,"athlet",0.000170033447677436
1,"atlanta",7.04798915815677e-05
2,"atlanta",2.80666215628728e-05
3,"atlanta",0.000318287043812035
4,"atlanta",0.000148776949635059
5,"atlanta",0.00112549952781234
1,"attempt",0.000126261055345822
2,"attempt",0.000244192473452625
3,"attempt",0.000371102609953447
4,"attempt",0.000429914861036807
5,"attempt",0.00033168274004742
1,"attract",0.000396127975362767
2,"attract",0.000368427374118207
3,"attract",0.000530954725959127
4,"attract",0.000543389082967771
5,"attract",0.000388744531495379
1,"audio",0.000209400554904986
2,"audio",0.000172926651780693
3,"audio",0.000117199538760048
4,"audio",0.00019167927902649
5,"audio",6.08097868409133e-05
1,"aur",0.000193231779072021
2,"aur",6.5254230626973e-05
3,"aur",0.000192283242430518
4,"aur",0.000208161736788579
5,"aur",8.25421040153678e-06
1,"auspol",4.96404551839134e-05
2,"auspol",0.00046751157685623
3,"auspol",0.000640522148672501
4,"auspol",0.000654569667244099
5,"auspol",0.000474571226292416
1,"auspolsocorrupt",0.000186919198676981
2,"auspolsocorrupt",0.000103845302837715
3,"auspolsocorrupt",0.000161222767761927
4,"auspolsocorrupt",0.000188660547251185
5,"auspolsocorrupt",7.48863769606709e-05
1,"australia",0.000651688474013468
2,"australia",0.000608404004492589
3,"australia",0.000579702524534513
4,"australia",0.000212005166272815
5,"australia",0.000271708762010213
1,"australia'n",0.000210829271675446
2,"australia'n",0.000132361434722203
3,"australia'n",0.000219605055233183
4,"australia'n",3.75011570440217e-05
5,"australia'n",0.000160637075382287
1,"australian",6.74651077623153e-05
2,"australian",2.86082322471878e-05
3,"australian",3.8695646086519e-05
4,"australian",0.000543508449866615
5,"australian",0.00302523936364731
1,"author",0.00211359461019191
2,"author",0.000299074506236804
3,"author",0.00200896008836489
4,"author",0.0011526090555669
5,"author",0.000399825562800797
1,"authoritarian",0.000264400381174183
2,"authoritarian",0.000385604631697494
3,"authoritarian",0.000488509522996808
4,"authoritarian",5.64644384673351e-05
