"topic","term","beta"
1,"coronavirus",0.0836502130468202
2,"coronavirus",0.0227938868558678
3,"coronavirus",0.0995464539003
4,"coronavirus",0.112115748640338
1,"coronavirusauatralia",0.000191352000125444
2,"coronavirusauatralia",0.00021084313219826
3,"coronavirusauatralia",0.000121743083686594
4,"coronavirusauatralia",0.000121189771069774
1,"coronaviruschina",0.000366227708107546
2,"coronaviruschina",0.000287964808229235
3,"coronaviruschina",0.00012954397126562
4,"coronaviruschina",0.000455453850219048
1,"coronavirusfr",0.000348418698181702
2,"coronavirusfr",0.000255973278755745
3,"coronavirusfr",5.06983696140023e-05
4,"coronavirusfr",1.44754712670288e-05
1,"coronavirusinpakistan",0.000396358652461295
2,"coronavirusinpakistan",0.000733553105043282
3,"coronavirusinpakistan",0.000475797471636675
4,"coronavirusinpakistan",0.000367793546248483
1,"coronavirusintern",0.000160388884973385
2,"coronavirusintern",0.000153857686503556
3,"coronavirusintern",0.000255936046515265
4,"coronavirusintern",3.94756910070459e-05
1,"coronavirusiran",0.00018771620865613
2,"coronavirusiran",0.000202187597253326
3,"coronavirusiran",8.05987234660573e-05
4,"coronavirusiran",0.000173904596084055
1,"coronavirusitali",0.000156073847225644
2,"coronavirusitali",0.000117140891579324
3,"coronavirusitali",0.000221149227735321
4,"coronavirusitali",0.000101537353823959
1,"coronavirusitalia",0.000163786175496425
2,"coronavirusitalia",0.000141059733220593
3,"coronavirusitalia",0.000168098846679234
4,"coronavirusitalia",0.000137634541452233
1,"coronavirusitalianew",0.000316973810638186
2,"coronavirusitalianew",0.000269977496603967
3,"coronavirusitalianew",5.93519234148505e-05
4,"coronavirusitalianew",2.91039348208548e-05
1,"coronavirusjapan",0.000109418657504323
2,"coronavirusjapan",0.000151232351369268
3,"coronavirusjapan",0.000247242148385304
4,"coronavirusjapan",0.000101626111903329
1,"coronaviruskenya",0.000778179374050255
2,"coronaviruskenya",0.00130815878872607
3,"coronaviruskenya",0.00177302601469068
4,"coronaviruskenya",0.00107706531613511
1,"coronavirusnobrasil",0.000328134986101613
2,"coronavirusnobrasil",9.31971729095901e-06
3,"coronavirusnobrasil",0.00020925461622779
4,"coronavirusnobrasil",5.75952028073615e-07
1,"coronavirusoutbreak",0.00129861286138001
2,"coronavirusoutbreak",0.00996246611893771
3,"coronavirusoutbreak",0.00188391290055368
4,"coronavirusoutbreak",0.0158636412328928
1,"coronaviruspakistan",0.000725398255521096
2,"coronaviruspakistan",0.00148741463827591
3,"coronaviruspakistan",0.00115997653012396
4,"coronaviruspakistan",0.00281368438165249
1,"coronaviruspandem",0.000166230115077046
2,"coronaviruspandem",7.87363269546951e-05
3,"coronaviruspandem",0.000181030009380781
4,"coronaviruspandem",0.000155691121695027
1,"coronavirussouthkorea",0.000184314328822864
2,"coronavirussouthkorea",8.52398341860243e-06
3,"coronavirussouthkorea",0.000206568220506734
4,"coronavirussouthkorea",0.000148785826703587
1,"coronavirustruth",9.1471731095823e-05
2,"coronavirustruth",0.000385803859859396
3,"coronavirustruth",5.18479219872374e-05
4,"coronavirustruth",0.000200349569621853
1,"coronavirusuk",7.3325814022371e-05
2,"coronavirusuk",0.000142740867728679
3,"coronavirusuk",0.000252979152731736
4,"coronavirusuk",0.000136503204615936
1,"coronavirusupd",0.00391842223451215
2,"coronavirusupd",0.00256518209095646
3,"coronavirusupd",0.000643669532445889
4,"coronavirusupd",0.00180295634863974
1,"coronavirusus",0.000309575480927669
2,"coronavirusus",2.85131085393566e-05
3,"coronavirusus",0.000172634325883536
4,"coronavirusus",0.00060949970140132
1,"coronavirususa",0.00256871966021938
2,"coronavirususa",0.00134148542567143
3,"coronavirususa",0.00308220557577611
4,"coronavirususa",0.00233771458465743
1,"coronaviruswuhan",0.000151549448094546
2,"coronaviruswuhan",0.000240849116441359
3,"coronaviruswuhan",0.000207958847168042
4,"coronaviruswuhan",5.19418900277262e-05
1,"correct",0.000121289382056191
2,"correct",0.000274485215400712
3,"correct",0.000241328423204237
4,"correct",2.79368680916906e-05
1,"corrupt",0.000187474678468799
2,"corrupt",6.24572029157918e-05
3,"corrupt",0.000130226295905384
4,"corrupt",0.000197947434458503
1,"corvid19",0.000160243743748793
2,"corvid19",0.00128435547944188
3,"corvid19",0.000559806906812382
4,"corvid19",0.000210950658634455
1,"cost",0.000383986837416013
2,"cost",0.000464506559269904
3,"cost",9.37336004917468e-05
4,"cost",0.000378560099236306
1,"costco",0.000143262694243909
2,"costco",0.000153876804311078
3,"costco",0.000204239364931814
4,"costco",0.000112341762007105
1,"cough",0.000314741016352445
2,"cough",0.00100713253801628
3,"cough",0.00023997228002902
4,"cough",0.00279832410909913
1,"count",0.000242776092073804
2,"count",0.000299418050225628
3,"count",0.000140092895957811
4,"count",0.000562136562097029
1,"counter",0.000314931411160112
2,"counter",0.000588588729738789
3,"counter",0.000161291319158287
4,"counter",0.000306881359106846
1,"counti",0.000247938377619151
2,"counti",0.000803472973996065
3,"counti",0.00025353299707099
4,"counti",0.000717828780453901
1,"countless",0.000161619876199632
2,"countless",0.000139437147768942
3,"countless",0.000183549761801698
4,"countless",0.000124088436618806
1,"countri",0.00250147597216885
2,"countri",0.0151889785750109
3,"countri",0.00757204718525368
4,"countri",2.98246739269543e-05
1,"coupl",0.000910471800920719
2,"coupl",0.000347713764121748
3,"coupl",0.000472812511795527
4,"coupl",0.000627701700151987
1,"cousin",6.88562935980355e-05
2,"cousin",0.000145658965307353
3,"cousin",0.00013177502399951
4,"cousin",0.000269806046096095
1,"cov",4.98774694886621e-05
2,"cov",0.000346004941057231
3,"cov",6.08006312945266e-05
4,"cov",0.000254605149898975
1,"covd19",0.000195184092622272
2,"covd19",0.000132670835779976
3,"covd19",2.8557892018549e-05
4,"covd19",0.000260782609862588
1,"cover",0.000804564505431492
2,"cover",0.0011118786249515
3,"cover",0.00167303280736664
4,"cover",0.00126651592767147
1,"covid",0.00573268163136089
2,"covid",0.00612343683676864
3,"covid",0.00398793758352104
4,"covid",0.00451686276809333
1,"covid19",0.0277829920225425
2,"covid19",0.00187919888232499
3,"covid19",0.0202126590390651
4,"covid19",0.00143878239630542
1,"covid19korea",0.000112863405042369
2,"covid19korea",0.000104658373749006
3,"covid19korea",0.000153061642230383
4,"covid19korea",0.000225222801241076
1,"covid2019",0.0046224333214637
2,"covid2019",0.00207859173720858
3,"covid2019",0.00174668755289217
4,"covid2019",0.00129862820255148
1,"coward",0.000175118955676432
2,"coward",0.000189270324120888
3,"coward",0.000145854874875962
4,"coward",0.000123517113918919
1,"cowardic",0.000205632429706825
2,"cowardic",0.000131775934320355
3,"cowardic",0.00021277662626931
4,"cowardic",5.25370333090149e-05
1,"coy",0.000174424237375883
2,"coy",0.000101316868791278
3,"coy",0.000160535638569698
4,"coy",0.000157012899206446
1,"crack",0.000226705310877689
2,"crack",0.000148502734171578
3,"crack",5.0039253761201e-05
4,"crack",0.000197169137700649
1,"cradl",7.7529900658902e-05
2,"cradl",0.000309521555280899
3,"cradl",0.000100227024270555
4,"cradl",0.000204483438885688
1,"crashingmoonxo",0.000154148663469496
2,"crashingmoonxo",0.00017317960129053
3,"crashingmoonxo",0.000108914421606923
4,"crashingmoonxo",0.000193278548946464
1,"crawl",9.94491836688133e-05
2,"crawl",0.00049508621101794
3,"crawl",0.000100332578664687
4,"crawl",7.97693407897271e-05
1,"crazi",0.000213804171963955
2,"crazi",0.000201437351732199
3,"crazi",3.51627401722036e-05
4,"crazi",0.00019692698314596
1,"creat",0.000667483992518488
2,"creat",0.000253572577156801
3,"creat",0.000183630137202578
4,"creat",0.00067421353273885
1,"creationist",0.00019578538796631
2,"creationist",0.000214606568409353
3,"creationist",0.0001586943530601
4,"creationist",7.48858981514171e-05
1,"credibl",0.000156384538333056
2,"credibl",7.90848541335641e-05
3,"credibl",0.000281612208920667
4,"credibl",5.71927411534866e-05
1,"credit",7.44986148957788e-06
2,"credit",7.58165277966735e-05
3,"credit",0.000124640681313173
4,"credit",0.000377927248260368
1,"crew",0.00014239892127347
2,"crew",0.000117676999211406
3,"crew",0.000108190310545862
4,"crew",0.000236557740072442
1,"cri",0.000196978925683822
2,"cri",0.000193664673172335
3,"cri",0.000143940884394177
4,"cri",0.000101127803930843
1,"crime",0.000200174807408971
2,"crime",0.000221717250997974
3,"crime",3.48590186450003e-05
4,"crime",0.00019977937486094
1,"crisi",0.000329928550681799
2,"crisi",0.000796335867515673
3,"crisi",0.000289907606908556
4,"crisi",0.00116146867093247
1,"criteria",0.000253947045995093
2,"criteria",0.000286213868549706
3,"criteria",0.000328905989456977
4,"criteria",0.000355020201913552
1,"critic",0.000954966134609535
2,"critic",0.000483835181581197
3,"critic",0.000211947834371303
4,"critic",0.000788359841599665
1,"crocodil",0.000200644215062527
2,"crocodil",0.00021807430316677
3,"crocodil",5.25752955620612e-05
4,"crocodil",0.000182256881164379
1,"cross",0.000246120056818966
2,"cross",9.01573584796384e-05
3,"cross",9.47163763106732e-05
4,"cross",0.000161774324164992
1,"crossroad",7.94554159168566e-05
2,"crossroad",0.000195885551901252
3,"crossroad",0.000147303515063736
4,"crossroad",0.000214671675320728
1,"cruis",0.00085145256887601
2,"cruis",0.000871725033154336
3,"cruis",0.000252135077987958
4,"cruis",7.36668611186664e-05
1,"crypto",0.000140994396538035
2,"crypto",0.000515933458221124
3,"crypto",0.000719242187845816
4,"crypto",0.000483327350598602
1,"cryptocurr",9.10633407297696e-05
2,"cryptocurr",0.000295366364766228
3,"cryptocurr",4.11296360485114e-06
4,"cryptocurr",0.000302087029752692
1,"cspan",0.000179684149643039
2,"cspan",7.29033290959308e-05
3,"cspan",0.000180991342209025
4,"cspan",0.000145402201340675
1,"ct",0.000104314140811311
2,"ct",0.00014043410019418
3,"ct",0.000191728781058347
4,"ct",0.000172464963920995
1,"cuddl",0.000124035490208263
2,"cuddl",0.000213366866216545
3,"cuddl",0.000164209129699518
4,"cuddl",0.000141915308633632
1,"cult",0.000236584374890955
2,"cult",8.90017584417436e-05
3,"cult",0.0001682264791602
4,"cult",9.29236520779319e-05
1,"curb",0.000919299975193588
2,"curb",6.81018699024627e-05
3,"curb",0.000556499658376986
4,"curb",0.000683241829242283
1,"cure",0.00161928205520246
2,"cure",0.000262657905782002
3,"cure",0.00207266476842857
4,"cure",0.000484978054149187
1,"curious",9.02657888703201e-06
2,"curious",0.000142994377688299
3,"curious",0.000230040766116133
4,"curious",0.000225817008679687
1,"currenc",0.000169370508403492
2,"currenc",0.000216535374055616
3,"currenc",0.000240286542634196
4,"currenc",1.26385444610248e-05
1,"current",0.000188220889225615
2,"current",0.000496550435159961
3,"current",0.000193023582185865
4,"current",0.000451230721363148
1,"curs",0.000143752886249854
2,"curs",0.000121799263738082
3,"curs",0.000194418763505985
4,"curs",0.00014013671759784
1,"cushion",0.000241790248475259
2,"cushion",0.000224224446226421
3,"cushion",0.000107354588758224
4,"cushion",7.84689100425519e-05
1,"custom",0.000162386889500238
2,"custom",0.000251114578563029
3,"custom",1.19706897015895e-05
4,"custom",0.000246231540998281
1,"czar",0.000633113878721373
2,"czar",0.000221826195300923
3,"czar",0.000289111087947573
4,"czar",0.000612880989928749
1,"daegu",0.000443752495255326
2,"daegu",5.26234758648861e-05
3,"daegu",0.00029810064617389
4,"daegu",0.000326015634722293
1,"daili",0.0012824906694852
2,"daili",0.000171363076162309
3,"daili",6.36224320114675e-05
4,"daili",0.000229221877973982
1,"dailyn",0.000114773994867175
2,"dailyn",0.000189562821413679
3,"dailyn",0.000205553666857446
4,"dailyn",0.000119910466384956
1,"damag",1.44227512216176e-05
2,"damag",0.000198822500707259
3,"damag",0.000246922749413673
4,"damag",0.000171372870469555
1,"dame",0.000221220830471364
2,"dame",0.000210084621105481
3,"dame",0.000136689346449681
4,"dame",7.54382425242952e-05
1,"damn",0.000360092610488229
2,"damn",2.48103936971151e-05
3,"damn",0.000116358418081146
4,"damn",5.97787440745983e-05
1,"danc",0.0002166958029349
2,"danc",0.000123580453153362
3,"danc",0.000168924167690014
4,"danc",9.31041257453892e-05
1,"dancer",0.000200005157163719
2,"dancer",0.000110346136911909
3,"dancer",0.000201776073526433
4,"dancer",8.18814889644447e-05
1,"dane",0.00018812848228799
2,"dane",0.000212688851087756
3,"dane",4.14868217633833e-05
4,"dane",0.000209771025611782
1,"danger",0.000342068296676253
2,"danger",0.00148515525075158
3,"danger",0.000329385357879288
4,"danger",0.00072620699855816
1,"danish",0.000716791683026512
2,"danish",0.000817621448884429
3,"danish",0.000131078002434852
4,"danish",0.00149232249092726
1,"darazpk",5.54806776743918e-05
2,"darazpk",0.000237406610388893
3,"darazpk",0.000225339252212401
4,"darazpk",0.000131919135526261
1,"darcheeni",0.000159744534953308
2,"darcheeni",0.000158562205857952
3,"darcheeni",0.000158404980701964
4,"darcheeni",0.00014246662191364
1,"dark",6.73976908797635e-06
2,"dark",0.000317338200594909
3,"dark",0.000435710725790874
4,"dark",0.000471933307147178
1,"data",0.00194940241354304
2,"data",2.21035883198495e-05
3,"data",3.13499317351236e-05
4,"data",0.000797443361507581
1,"datavisu",0.000252804643507759
2,"datavisu",8.62819690936317e-05
3,"datavisu",6.49617154310285e-05
4,"datavisu",0.000189196831635532
1,"date",0.000172329383430645
2,"date",0.000134786699244699
3,"date",4.63270689101608e-05
4,"date",0.000263517474513837
1,"davi",0.0006204670114184
2,"davi",8.89187838529557e-05
3,"davi",0.000107290273340638
4,"davi",0.00033325468255855
1,"david",7.98373796613691e-05
2,"david",0.000313821128601998
3,"david",0.000114122083502867
4,"david",0.000184832827893143
1,"davidlammi",0.000396596489850963
2,"davidlammi",5.82947199121006e-05
3,"davidlammi",2.93875971452207e-05
4,"davidlammi",9.80852049823896e-05
1,"daviesbook",3.42990736659677e-05
2,"daviesbook",0.000134091131057157
3,"daviesbook",2.67788767848803e-05
4,"daviesbook",0.000423981889643343
1,"day",5.66254556852994e-05
2,"day",0.000156113753097275
3,"day",0.00531823607114711
4,"day",0.00424014160278106
1,"dazhall",0.000160770846244873
2,"dazhall",0.000205360258556655
3,"dazhall",0.000181742377275909
4,"dazhall",9.04675506041198e-05
1,"dbongino",2.95984846214322e-05
2,"dbongino",0.00018386259676545
3,"dbongino",0.00019638700789939
4,"dbongino",0.000218725537157389
1,"dead",0.000466129732166755
2,"dead",0.000871420898283121
3,"dead",0.00048748037793225
4,"dead",0.00133162751610319
1,"deadlyvirus",0.000158865488521018
2,"deadlyvirus",0.000175254357031093
3,"deadlyvirus",0.000143570120722929
4,"deadlyvirus",0.000150092080916032
1,"deal",0.00101834386062922
2,"deal",0.000502235550229835
3,"deal",0.000146564458999717
4,"deal",0.000784700518303556
1,"dean",0.000133847478844744
2,"dean",0.000234150296135
3,"dean",0.000252286624861208
4,"dean",2.57795777967986e-05
1,"dear",4.15800209100221e-05
2,"dear",1.65599043369667e-05
3,"dear",0.000229955775855865
4,"dear",0.000262967170698129
1,"death",0.00289416323459849
2,"death",0.00191440342995786
3,"death",0.00709805227877349
4,"death",0.00410954906614559
1,"deathratiotoday",0.000168458287883758
2,"deathratiotoday",0.000284328472567346
3,"deathratiotoday",0.000105670227311996
4,"deathratiotoday",0.000120947250260821
1,"deathtol",0.000116562210512924
2,"deathtol",5.60667466733652e-05
3,"deathtol",0.000287127792409907
4,"deathtol",0.000104090621510812
1,"debruyn",6.51711354988173e-05
2,"debruyn",7.52831994506221e-05
3,"debruyn",0.000223192871486896
4,"debruyn",0.000214035894246806
1,"decenc",8.83694755011941e-05
2,"decenc",0.000171542495629017
3,"decenc",0.000162074663971839
4,"decenc",0.000203247518085688
1,"decid",0.000192794648692657
2,"decid",0.000260679214425528
3,"decid",5.04367669437471e-05
4,"decid",0.000168927107935621
1,"decis",0.000145423952921137
2,"decis",0.000184018457352145
3,"decis",0.00013671593868494
4,"decis",0.000166165581296264
1,"declar",0.000643530432273192
2,"declar",0.000253814426144398
3,"declar",0.000958743149049349
4,"declar",0.000425636767604385
1,"declin",0.000203062469093063
2,"declin",0.000251721039044906
3,"declin",7.05617131697215e-05
4,"declin",0.00014187890841697
1,"decrypt",0.000222444120004808
2,"decrypt",0.000196707152006864
3,"decrypt",4.9717549457534e-05
4,"decrypt",0.00017517611974266
1,"defeat",0.000459832833128953
2,"defeat",0.00037208672238615
3,"defeat",0.000232709247107714
4,"defeat",0.000203680929299013
1,"defect",4.62157641612818e-05
2,"defect",0.000203589475772349
3,"defect",3.94627787226022e-05
4,"defect",0.000359933790262073
1,"defer",0.000196319448365897
2,"defer",0.000399545534795412
3,"defer",5.81023793567558e-05
4,"defer",8.04081804315853e-05
1,"degre",3.69228575165863e-05
2,"degre",9.26313686225315e-05
3,"degre",0.000756491504000116
4,"degre",0.000781949759631533
1,"del",0.000159712373651689
2,"del",0.000363118088529423
3,"del",9.19774742037115e-05
4,"del",0.000100961336045563
1,"delay",8.34512719618056e-05
2,"delay",0.00148492782751456
3,"delay",0.000190749681344014
4,"delay",0.000574593690968249
1,"delhi",0.000145084409370695
2,"delhi",0.000158512107595454
3,"delhi",0.000233226915572663
4,"delhi",7.67558698653657e-05
1,"deli",0.00023126427113701
2,"deli",3.84314222034653e-05
3,"deli",0.000132369522607288
4,"deli",0.000164802958240095
1,"deliv",0.000244005222588339
2,"deliv",0.000260454910507669
3,"deliv",0.000418462954589341
4,"deliv",0.000282905382741465
1,"delud",0.000179084620291252
2,"delud",0.000105088004072092
3,"delud",0.000225743795327452
4,"delud",8.00724084752695e-05
1,"dem",0.000204657233648063
2,"dem",0.000164807006664834
3,"dem",6.15406600782878e-05
4,"dem",0.000197996652463238
1,"demand",0.000123109218126414
2,"demand",0.000107243832844085
3,"demand",0.000131317126711949
4,"demand",0.000236869686050775
1,"demdeb",0.000147322738922515
2,"demdeb",2.28659572335876e-06
3,"demdeb",0.000204738737934911
4,"demdeb",0.000191464301593039
1,"democrat",0.000347763475227432
2,"democrat",0.000525171548738756
3,"democrat",0.000337603728762914
4,"democrat",0.000680565152482144
1,"democrats2020",4.84392291870078e-05
2,"democrats2020",0.000154192369594786
3,"democrats2020",0.000228283496788296
4,"democrats2020",0.000181818289485473
1,"demon",0.000172068255662361
2,"demon",0.000238792309442475
3,"demon",4.0352805651461e-05
4,"demon",0.000212748185757523
1,"demonstr",0.000196866943859845
2,"demonstr",0.00014691124066504
3,"demonstr",4.99791526725284e-05
4,"demonstr",0.000228171163074836
1,"deni",0.000217165413340199
2,"deni",0.000122267410093651
3,"deni",6.21750264496174e-05
4,"deni",0.000208215862059358
1,"deniabl",0.000235809583559739
2,"deniabl",0.000217941553301934
3,"deniabl",0.000106569708418171
4,"deniabl",8.88092692733493e-05
1,"denial",0.000151721797183199
2,"denial",0.000167213265571098
3,"denial",0.000131365626779438
4,"denial",0.000174862607808101
1,"denmark",0.00129570846518906
2,"denmark",0.0014954018764842
3,"denmark",0.000853550211287324
4,"denmark",0.00144161076013012
1,"depart",0.000337703918267907
2,"depart",0.000374408631179723
3,"depart",0.000261462508176891
4,"depart",0.000294488626139203
1,"deplet",0.000254035503828161
2,"deplet",7.82188325664819e-05
3,"deplet",7.58112676400033e-05
4,"deplet",0.000180737743970501
1,"depress",0.000119020177509499
2,"depress",0.000381544944382304
3,"depress",1.51581621804091e-06
4,"depress",0.000229107275044214
1,"deputi",0.000196492326650055
2,"deputi",0.000263289961261528
3,"deputi",0.000544919169432543
4,"deputi",0.000193138175444256
1,"design",0.000162453829601924
2,"design",0.000444011374819562
3,"design",0.000126392792386778
4,"design",1.64781626412694e-05
1,"destroy",0.00016096615742999
2,"destroy",0.000175297756151776
3,"destroy",0.000134870294727256
4,"destroy",0.000157312758859472
1,"detail",0.00110026735424762
2,"detail",0.000779040808141429
3,"detail",0.00224854004798863
4,"detail",0.00165614667252802
1,"detect",0.000312938646849763
2,"detect",0.000240564166643792
3,"detect",0.000323719979520396
4,"detect",0.000326394518137914
1,"determin",0.000143286834923503
2,"determin",0.000144604676723311
3,"determin",0.000179159321126857
4,"determin",0.000144425556018229
1,"develop",0.000597637033334714
2,"develop",0.00124603272213774
3,"develop",0.000580189183460653
4,"develop",0.000892435801249667
1,"devout",0.000256500831531858
2,"devout",2.24595646552098e-05
3,"devout",0.000342166487527096
4,"devout",0.00048389729904858
1,"diagnosi",0.000266181919117383
2,"diagnosi",0.00015485380391646
3,"diagnosi",5.51958457359774e-05
4,"diagnosi",0.000148344652484909
1,"diamond",0.000144868673578191
2,"diamond",1.33013228348061e-05
3,"diamond",0.000351755954638893
4,"diamond",2.96642634528982e-05
1,"diamondprincess",0.000162979601568629
2,"diamondprincess",0.00021066710851862
3,"diamondprincess",0.000111891021940238
4,"diamondprincess",0.00016046892340488
1,"die",0.00348754286336121
2,"die",0.000286267789922845
3,"die",0.00206933366166393
4,"die",0.00027778641908482
1,"differ",0.00015682227858594
2,"differ",0.000214549821024521
3,"differ",0.000114947876569773
4,"differ",0.000161237389247067
1,"difficult",0.00018035770498899
2,"difficult",0.000335280955510732
3,"difficult",0.0001775700042693
4,"difficult",3.44788896440191e-06
1,"digit",9.73875006107941e-05
2,"digit",0.000165533781818895
3,"digit",0.000213441487418471
4,"digit",0.000142213342398162
1,"dimwit",0.000368604408349937
2,"dimwit",0.000218850356068871
3,"dimwit",0.000198318273125358
4,"dimwit",0.000417244239600528
1,"dip",3.79742144212084e-05
2,"dip",0.000257771783396957
3,"dip",0.000220048650979252
4,"dip",0.000143995822112477
1,"direct",0.000373177082353083
2,"direct",0.000202420722201383
3,"direct",0.0005781909944777
4,"direct",0.000574410325289954
1,"director",0.000143241456265379
2,"director",0.000162114486665765
3,"director",0.00013979978013154
4,"director",0.000177147409834793
1,"disabl",0.000156520341825651
2,"disabl",6.34760887297123e-05
3,"disabl",0.000153476198219069
4,"disabl",0.000203550502976574
1,"disappear",0.000140496962648861
2,"disappear",0.000386906655631787
3,"disappear",6.14043866888131e-05
4,"disappear",0.000140071532682725
1,"disast",0.000198354709065214
2,"disast",0.000160842193700316
3,"disast",0.000211459622268568
4,"disast",4.52270297428187e-05
1,"disasterrecoveri",8.88910855006315e-05
2,"disasterrecoveri",5.46656086829311e-05
3,"disasterrecoveri",0.000206096024408277
4,"disasterrecoveri",0.000219927748374234
1,"disclos",0.000223604988865738
2,"disclos",0.000109728604863177
3,"disclos",0.000218062735452207
4,"disclos",4.09250011300502e-05
1,"discov",0.00055978836278101
2,"discov",0.000236152172685717
3,"discov",0.000200050929452034
4,"discov",0.00021322928480484
1,"discrimin",0.000965494184329027
2,"discrimin",0.000326293019434429
3,"discrimin",0.00117617855589324
4,"discrimin",0.000388733376785159
1,"discuss",0.000303573712136073
2,"discuss",0.000174098256715486
3,"discuss",0.000117639641618425
4,"discuss",3.28574783568303e-05
1,"diseas",0.00193332111638997
2,"diseas",0.00361950736826952
3,"diseas",0.00289241495620418
4,"diseas",0.000239165252379611
1,"disgrac",5.5487505588665e-05
2,"disgrac",0.000231880920581607
3,"disgrac",7.60204340447514e-05
4,"disgrac",0.000295628342021534
1,"disinfect",7.52182248835943e-06
2,"disinfect",0.00084336431989997
3,"disinfect",0.000183219314034919
4,"disinfect",0.00101363254972364
1,"disjoint",0.000152686303469779
2,"disjoint",0.000100601524547163
3,"disjoint",0.000125544257585997
4,"disjoint",0.00021695596453055
1,"dismiss",1.59978104563056e-05
2,"dismiss",5.38178873658034e-05
3,"dismiss",0.000345254826963752
4,"dismiss",0.000144094797806013
1,"dispos",0.000210799998136388
2,"dispos",6.80754262490438e-05
3,"dispos",2.64365482202792e-05
4,"dispos",0.000283021567333765
1,"disrupt",7.92658122253852e-06
2,"disrupt",0.000241550477746677
3,"disrupt",0.000241915665490392
4,"disrupt",0.000159698236751832
1,"distanc",9.8060219299008e-05
2,"distanc",0.000521803208817815
3,"distanc",0.000246426162306314
4,"distanc",0.00047064398408032
1,"distract",0.000220956731206755
2,"distract",0.000214610890598024
3,"distract",0.00019316651578855
4,"distract",1.24356273691675e-05
1,"divid",0.000121459807730924
2,"divid",8.712552728471e-06
3,"divid",0.000223678842326457
4,"divid",0.00019358843368011
1,"divis",1.43445247311639e-06
2,"divis",0.000269611607988314
3,"divis",3.42884225685968e-05
4,"divis",0.000374136774470464
1,"djt",0.00016695638070229
2,"djt",0.000300895683601735
3,"djt",0.000183190665041842
4,"djt",2.98972138785067e-05
1,"doc",0.000226462269201187
2,"doc",0.000268021673224664
3,"doc",0.00016643956222037
4,"doc",6.13895351489303e-06
1,"doctor",0.00109591578013337
2,"doctor",0.00106027037941753
3,"doctor",0.00126606012490192
4,"doctor",0.00143942372962045
1,"doctorkarl",0.000302548483854946
2,"doctorkarl",0.000180891052827803
3,"doctorkarl",3.57326570495126e-05
4,"doctorkarl",0.000118267254642065
1,"document",0.000263536432183562
2,"document",0.00030307945090383
3,"document",3.18307800056286e-05
4,"document",9.42588825800035e-05
1,"dollar",3.76132114670544e-05
2,"dollar",4.89976246755745e-06
3,"dollar",0.00137987829442036
4,"dollar",0.000158975386380493
1,"domest",6.76582683943378e-05
2,"domest",5.51570101796606e-05
3,"domest",0.000128807099930225
4,"domest",0.000324206369559261
1,"don",0.000832048564443327
2,"don",0.000808984209171198
3,"don",0.000300403909223135
4,"don",7.59404478532177e-05
1,"donald",0.000237577538536192
2,"donald",0.000242833134385821
3,"donald",0.000128222405060406
4,"donald",4.99785645506903e-05
1,"donalphonso",3.74383638377786e-06
2,"donalphonso",0.000370699298698567
3,"donalphonso",0.000514765046961829
4,"donalphonso",0.000360410176973454
1,"donat",0.000360266106953942
2,"donat",0.00010679288959894
3,"donat",1.41705069154007e-05
4,"donat",0.000124262306442258
1,"door",8.49059642203304e-05
2,"door",0.000243851166218607
3,"door",0.000563298732174511
4,"door",0.000296509765795946
1,"doubt",9.0067835604926e-06
2,"doubt",0.000250871613805681
3,"doubt",0.000264147336588483
4,"doubt",0.000129539668485986
1,"dow",7.21412080135517e-05
2,"dow",0.000179949260389145
3,"dow",9.61421341176302e-05
4,"dow",0.000285892501954708
1,"dowjon",9.03263872043171e-06
2,"dowjon",0.000865438888755999
3,"dowjon",0.000841905229018086
4,"dowjon",0.000291185542434474
1,"downplay",0.000196385622415508
2,"downplay",0.000181678407617934
3,"downplay",0.00022739950576961
4,"downplay",1.85482179320804e-05
1,"dr",0.00102516289851145
2,"dr",0.000592691657773765
3,"dr",6.90515019280824e-05
4,"dr",0.000811258515165008
1,"dramat",0.00019542285486871
2,"dramat",1.21914994881301e-05
3,"dramat",0.000196761422585761
4,"dramat",0.000146121153297125
1,"drawn",0.000306568445434136
2,"drawn",0.000495241457183357
3,"drawn",0.000591056992316981
4,"drawn",0.000465889856043295
1,"drdenagrayson",0.000277833576062788
2,"drdenagrayson",6.73571014150821e-05
3,"drdenagrayson",1.64489925614809e-05
4,"drdenagrayson",0.000226637566070468
1,"dream",0.000417073880555807
2,"dream",0.000135877464778526
3,"dream",8.1489436200372e-05
4,"dream",0.000539963161451878
1,"drericd",4.76644061301389e-05
2,"drericd",0.000191195825769891
3,"drericd",0.000227651463496265
4,"drericd",0.000162835387046524
1,"drgoammoja",4.64936147403514e-05
2,"drgoammoja",7.92323885345989e-05
3,"drgoammoja",0.000200614500947344
4,"drgoammoja",0.000254962885620093
1,"drive",8.31808873450541e-05
2,"drive",0.000184079530327446
3,"drive",0.000143531170181358
4,"drive",0.000221500248632814
1,"driver",0.000119908298515702
2,"driver",7.43259276216953e-05
3,"driver",0.000172562122141045
4,"driver",0.00021390192189183
1,"drop",0.000655166114207435
2,"drop",4.10768209362872e-05
3,"drop",0.000459827049496112
4,"drop",0.000506839799851901
1,"droplet",9.07677976009048e-05
2,"droplet",0.000183321611978847
3,"droplet",0.000147555960695811
4,"droplet",0.000209945626013477
1,"drsanjaygupta",0.000367368126620059
2,"drsanjaygupta",0.000304488307778788
